"date","obs_bottemp","ERA5_bottemp","bottemp_1","bottemp_2","bottemp_3","bottemp_4","bottemp_5","bottemp_6","bottemp_7","bottemp_8","bottemp_9","bottemp_10","bottemp_11","bottemp_12","bottemp_13","bottemp_14","bottemp_15","bottemp_16","bottemp_17","bottemp_18","bottemp_19","bottemp_20","bottemp_21","bottemp_22","bottemp_23","bottemp_24","bottemp_25"
1993-03-01,NA,16.6945175187057,17.0373336784974,17.0445083078812,17.0328459489765,17.0487072033318,17.0392637636626,17.0442889148328,17.1256753784062,17.0420981146207,17.0330795969845,17.0592010351119,17.0319530385756,17.0484694325839,17.0220705105674,17.0318566818289,17.0454610406385,17.0085809431804,17.0896498553083,17.154090908767,17.0275143865998,17.0238070683703,17.0396868103941,17.0265752058767,17.034870797127,17.0558923120712,17.0415873239989
1993-03-02,NA,16.7129274239961,17.0899598529549,17.0898916572519,17.081678495479,17.0981345253047,17.090881342445,17.0918792323944,17.1730100927674,17.095484898933,17.0805431360264,17.1134848016517,17.0822392424907,17.094747194668,17.0682085301996,17.0764700240271,17.0954376951137,17.0564379074654,17.1386865728408,17.2033767926491,17.0744972886506,17.0752700683023,17.0870299231322,17.0738281537514,17.0831503555822,17.1054878117822,17.0875669749939
1993-03-03,NA,16.7320619388405,17.111342073713,17.104666435393,17.1002565967472,17.1141500707396,17.1099376935791,17.1092359597837,17.1903279255246,17.1130890336673,17.1016333310107,17.1496132267859,17.0995462279091,17.1125540668778,17.0832413820944,17.091978813411,17.1130321149386,17.0729857950457,17.1594390386224,17.2282333023969,17.0902733231504,17.0914065856446,17.1024190525275,17.0904586473128,17.0987236156336,17.1213945940537,17.1025843505013
1993-03-04,NA,16.7410959473481,17.1035930566963,17.1035398842464,17.0969751211266,17.1063995891774,17.1040487726486,17.1061428366463,17.1839544144655,17.1046694163914,17.0995619856814,17.1567643369178,17.0914940808955,17.1059282588085,17.0736118346554,17.0885405222013,17.1036036084061,17.0627237222171,17.1589772417606,17.2329342092564,17.0840550790266,17.0807757141271,17.0950067508859,17.0803932924618,17.0877613375089,17.1247018413602,17.0992227877568
1993-03-05,NA,16.7527368458578,17.1488353848778,17.1520347067873,17.1420351432442,17.1497002304843,17.1507990800135,17.1513011982829,17.2241062976644,17.1514179601353,17.1448647951507,17.20245328575,17.1372618632794,17.1577538241003,17.1129066894512,17.1324360668778,17.1483302118698,17.1075477259415,17.207323192953,17.2821578942494,17.1275861363393,17.12536568415,17.1384018854461,17.1228698686443,17.1280276241698,17.1733284832533,17.1432477204697
1993-03-06,NA,16.7597537966945,17.1306719058339,17.1353311580206,17.1232098868501,17.1283187624903,17.1373091937033,17.1335708562779,17.2145238720998,17.1312741290689,17.1254332104726,17.1921706012677,17.11776020436,17.1445009158398,17.0861253115582,17.110757905029,17.1282167451128,17.0823782628192,17.1997245492128,17.2761827967962,17.1029402847804,17.1031271196912,17.116805055215,17.0951114271304,17.0988699203891,17.1573523642762,17.123796580256
1993-03-07,NA,16.7656414015739,17.0607494329887,17.0751250099414,17.0449710457032,17.0476488695006,17.0725884968555,17.0597473873156,17.1692322861208,17.0481570292476,17.0427398820336,17.148430496651,17.0386757516495,17.0955032350618,17.008286767516,17.0258544201163,17.0539491071552,16.9998529992316,17.1543929605998,17.2486787098699,17.0093601194086,17.0249213076659,17.0459074943947,16.9949865209577,17.0010694959891,17.1030858353648,17.0473590265878
1993-03-08,NA,16.7822379840409,17.0612960276455,17.0792235806845,17.0475601834867,17.0505745437625,17.0821889361243,17.0848482874211,17.1705010117807,17.0483808555906,17.0429718960572,17.1551929821568,17.0408223851909,17.0956882912323,17.010616321505,17.0275738943262,17.0562760865194,17.0067548987611,17.154908294057,17.2491991084575,17.0115509955143,17.0255579552231,17.0495024035927,16.9985626752165,17.0017509927221,17.1376921335783,17.0549717672073
1993-03-09,NA,16.8018543309801,17.0639918955015,17.0810543385406,17.0510973151812,17.0563934620884,17.0916269223497,17.1760274568507,17.195237318454,17.0486145725566,17.0479828569173,17.1668314918591,17.0415898904575,17.0961493904178,17.0128935319531,17.0281028996525,17.0580697861239,17.0069031987966,17.1551715385895,17.2548915265174,17.0148415870423,17.0261134384267,17.0506800524309,17.0030996539779,17.003324953827,17.1450458260454,17.0579907444313
1993-03-10,NA,16.8168121040019,17.0870627371622,17.0675549655671,17.042839108242,17.0412391759162,17.0839941319535,17.2184872404887,17.2007524848669,17.0312291141454,17.0331667614073,17.166353442845,17.0289050845524,17.0842207273136,16.9991083645235,17.0119984344679,17.0421591056686,16.9979699006866,17.1465332055304,17.2702234679824,17.0040759020166,17.0182642005104,17.0374373571434,16.9913265993289,16.9926208018226,17.1459492298815,17.0480188994641
1993-03-11,NA,16.8504017319866,17.6523295907559,17.6438623845371,17.6200564526081,17.6303191777203,17.6512761969569,17.7366851351371,17.7315723195519,17.6269344256688,17.6155188435677,17.7048455557266,17.5995528140019,17.6388005553703,17.5903924768431,17.5840749520646,17.6242697178701,17.5983612832708,17.6661376140781,17.7731637194575,17.5958633900083,17.5876988895483,17.6141631281848,17.5893596656979,17.5951568702999,17.682086980552,17.6366735978758
