"date","obs_rlds","ERA5_rlds","rlds_1","rlds_2","rlds_3","rlds_4","rlds_5","rlds_6","rlds_7","rlds_8","rlds_9","rlds_10","rlds_11","rlds_12","rlds_13","rlds_14","rlds_15","rlds_16","rlds_17","rlds_18","rlds_19","rlds_20","rlds_21","rlds_22","rlds_23","rlds_24","rlds_25"
1993-03-11,NA,310.275799776064,293.47767255048,330.523889101553,334.778934545543,317.25264084612,311.858638706537,342.162126601938,305.9564857487,349.643354018821,355.738633721344,316.547408055837,332.461125035764,304.420410097342,382.993461174653,303.760165756837,355.733967048138,350.00063064695,297.331257047976,296.099195664995,303.824235282498,333.104975961245,303.030347789835,333.892739979286,308.495525383454,332.788194292093,335.262884622865
1993-03-12,NA,314.698611454257,300.677599140785,329.947958033355,348.95712797867,340.646552968752,329.650392032617,308.666254625907,318.715641523743,358.791463800908,330.496725376096,341.32795228794,324.760286760399,319.229530248072,350.998495213885,315.906589644354,310.20851516972,320.008152928041,330.496725376096,307.498977236909,313.421527823678,338.759546355075,304.277307993032,371.376094089281,317.987648035751,311.582649657046,362.504428333693
1993-03-13,NA,332.186117861729,310.569497720105,354.835986939424,352.164010806548,339.893999349259,336.299328675777,304.992050932071,327.416546310242,375.965322794437,297.91282130334,354.38258541469,335.592800517929,326.781441623353,324.722600850048,330.545722242789,332.925914879523,291.107514291802,316.8348176671,337.525764607386,335.719342010181,312.933703787131,317.073838428517,355.412439651154,335.328686228813,311.630760064267,341.472678688174
1993-03-14,NA,340.080764254803,346.501739171532,297.635457950808,360.578044134689,312.931396058055,349.056088264316,319.371558186712,329.10857919305,365.219051232478,326.471339650372,356.83299039973,311.555105677767,315.003254742324,329.464208313286,368.119082112144,301.003585841989,303.945615033779,314.303529008262,342.400370467745,353.995249900451,306.975377183492,331.951920908145,368.67091773279,322.017150430217,295.528153043115,318.164617086791
1993-03-15,NA,353.096573849611,323.181720532463,284.628988705419,358.840253907165,340.381792458346,347.481229567219,325.601511706042,308.006015248916,321.530959196169,305.583244547681,354.340860997087,306.852519885858,303.91977442909,325.862603297234,337.436400266558,311.097487806485,316.848305085711,330.930635956475,309.080229151424,355.907641683397,348.941900356464,335.532422585974,358.542626279902,355.217660520757,331.170315018849,305.107090030069
1993-03-16,NA,379.860252792872,351.69974432435,292.446058730228,297.815093356328,386.936032882437,363.219088889893,319.755271960905,330.885557628017,388.701112734767,313.231546800581,372.385948225488,302.732804519989,320.276269187636,316.047394348745,304.171719894253,339.734345263039,315.854209806774,335.260775911803,303.947258504321,369.661504081473,316.267053772098,353.995249900451,352.463217620036,334.262943647421,343.423245659515,301.297450307747
1993-03-17,NA,389.818139180586,356.004569167186,323.528627929756,366.029711071265,376.217136962691,336.527898986724,295.72132579255,343.157637018707,382.993461174653,334.789103550092,353.561343716328,300.485602598075,354.210782931058,309.231241756229,332.082640445765,346.411236951906,313.520818065329,312.073615656735,340.932883689989,361.376312422471,321.736852840919,353.204500602489,331.798038022011,316.848305085711,316.816912904207,305.888422262907
1993-03-18,NA,355.845134301482,330.818675145538,358.840253907165,357.93268568581,338.451951701319,335.478478792106,357.964151184495,292.293869544606,390.974518465836,353.995249900451,308.794420204086,332.788194292093,301.168540706032,351.174796474618,342.231572294886,345.275125815873,312.305392384453,293.543700520642,381.265140981183,350.898356097693,309.889255183531,350.646970044875,314.508961498154,301.0674430575,308.706372741518,304.1985020588
1993-03-19,NA,368.819632365302,315.346817263529,382.993461174653,340.050210482579,300.517679305164,321.199581592991,336.452951234932,302.298057254883,375.589869082671,377.080418352314,325.200713653967,331.399161411836,291.404879425387,343.157637018707,318.172017522717,350.670947371671,312.434855052919,284.71384667341,389.208052397727,363.404944066979,314.725254389442,344.30530952675,302.430145323083,306.990498407913,329.275838831354,311.555105677767
1993-03-20,NA,348.530781661988,343.755535564203,377.90442860211,340.050210482579,292.12586548159,315.102006847713,323.942019477146,360.960395646811,380.478036263062,368.169424247561,378.446294824004,336.180379907032,314.136021374081,355.361479913835,305.487387288291,354.620828888833,305.9564857487,291.76948758604,380.385786564274,365.638683797346,316.256912733586,344.050076365653,314.292173839925,306.156776809137,351.345738852794,312.476468208423
1993-03-21,NA,379.553767414048,326.61690763051,340.046582361418,291.404879425387,295.448356285727,315.562575677185,306.773616659058,345.310808223465,305.899159785722,366.913049124838,391.619761889945,311.858638706537,334.491149173509,344.353514420195,311.651931042543,358.855459786178,298.874960308249,298.16696646424,326.132009324593,379.876011087573,312.369495380956,349.669346389813,315.195220006912,307.694459839611,343.978347145208,308.043814929555
1993-03-22,NA,347.684151168787,333.489505314543,313.035830979609,295.740925537859,327.832832873111,327.752675197811,313.657105428829,356.265228514088,294.68563148019,347.51952666994,334.766214431408,306.458765071457,315.212562741014,340.595561688968,303.824235282498,327.262148378209,305.607025826692,308.680302356661,317.767629836928,350.655765755624,287.56679201092,349.454941725425,341.472678688174,320.26791068732,337.037194503838,334.615317674096
1993-03-23,NA,341.731400756188,341.739394128095,329.969205375395,312.91176043687,340.133168157189,330.195055511,326.763176683533,333.890732930397,320.591287001072,319.93707590765,347.003807529944,337.10718909596,300.526580532103,331.246096682227,320.276269187636,333.104975961245,337.165237411145,309.889255183531,325.044609628481,353.63713898708,334.234174041122,350.598572482164,322.307923700079,319.414047254728,348.30797263451,340.046582361418
1993-03-24,NA,337.744272808059,340.015215217793,353.561343716328,300.714141153916,321.916109307148,330.827132117204,338.386846868742,336.405972780937,295.198814879208,328.384947833594,347.00810704075,318.278124334771,332.826032602039,337.29570981822,321.946288845332,376.191234895212,324.816884548788,314.86991933336,320.008152928041,349.077521779835,340.737834459794,313.231546800581,359.068463737739,303.160501378543,320.735919076103,306.817550607094
1993-03-25,NA,340.951956053723,319.371558186712,349.13264899081,293.52895008718,302.366286384527,316.816912904207,347.06542301704,311.341195990133,312.234312777376,313.016365153128,317.767629836928,316.547408055837,368.522374004278,321.916109307148,322.473286302808,378.816709905507,332.667739486727,313.15387363538,340.121933361814,329.650392032617,324.636367395108,346.437633258646,359.114330331637,293.942178653644,358.791463800908,309.493329676412
1993-03-26,NA,344.380338371585,325.026693539975,337.845805588878,342.166705413426,312.14377142018,337.863318536947,350.321210117289,343.816436169696,319.184955442297,292.205745619129,285.236827535929,318.771832368325,364.329076658422,283.495049440282,315.495855492992,389.27999470047,322.138544695768,317.506796401802,329.665261051524,303.093656320112,319.45956544689,326.517515253973,334.615317674096,304.337458242525,361.681506610437,323.554344744364
1993-03-27,NA,335.006735072574,339.959726275796,275.292837611861,330.418653064222,335.467382475354,353.084486512353,356.025326278597,319.604058729296,306.773616659058,312.553604561722,295.671920682474,345.297442920664,315.47182953225,321.250422706835,301.297399323177,355.993461251439,298.531064298746,292.66784592685,292.358294603562,301.810512793995,362.019699288594,306.458765071457,295.216822137445,322.420130395525,340.729778633515,356.004569167186
1993-03-28,NA,327.696498025132,318.164617086791,287.188840906643,310.464299579582,362.01849182729,363.495465404563,353.060692982643,291.212348125398,310.504876112612,351.248959634654,345.409234550849,315.495855492992,316.8348176671,374.482618214777,302.430145323083,338.386846868742,295.198814879208,326.310196537733,293.730105744922,311.858638706537,387.140645447186,326.531755568424,282.982129346936,332.788194292093,327.393622738672,348.570993721745
1993-03-29,NA,296.622366070359,327.94622676571,322.575877169187,378.816709905507,348.829350040455,321.530959196169,312.77821065628,324.535131321155,295.642463784563,354.571641287583,350.985127209902,327.079305953981,305.899159785722,354.848997984226,319.267347113492,346.411236951906,317.52421619619,349.258219050817,295.861565925708,332.826032602039,351.909852556894,334.662302856776,304.887732281009,326.616476669565,344.639825281339,325.026693539975
1993-03-30,NA,307.206330944165,312.264862394147,319.181090810046,371.578693727463,343.548282543503,317.626800075063,299.584622644882,305.821606320219,335.008189761867,335.340462264186,359.605435671204,321.419346664595,291.639456371944,316.174280419925,338.386846868742,347.100951846138,330.921959397904,369.004570248839,322.191659029881,349.811654687888,341.551218834031,353.060692982643,327.865620072793,312.88607514635,346.316200821957,320.832265251293
1993-03-31,NA,345.558415156155,342.166705413426,323.841216144798,363.495465404563,327.865620072793,318.892196960918,315.182867784742,287.56679201092,360.960395646811,328.216340831923,331.023758584784,293.730105744922,293.195250749822,308.247817063584,343.755535564203,330.585255066695,330.523889101553,326.028051176235,298.01912025496,342.490581540131,335.328686228813,373.252127241619,323.942019477146,292.358294603562,303.093656320112,299.516993462467
1993-04-01,NA,306.330439089234,309.999085809825,358.225906893724,339.939446494021,373.472161953723,302.924026359839,374.482618214777,293.932639844775,342.199787837409,334.096515036327,290.337790772181,311.666488698053,297.224706700894,349.854657082726,329.118804449266,346.203692812813,335.467382475354,348.95712797867,291.107514291802,355.907641683397,297.473658654004,352.282517453307,309.740167179389,302.110359301213,315.102006847713,297.793480562865
1993-04-02,NA,297.07375061691,328.956459424321,303.875272445973,319.45956544689,393.083932365825,315.786179071338,380.137261793187,315.610657014769,349.077521779835,307.17403772274,302.130977622438,336.91294751608,304.756798626977,348.224062980653,340.381792458346,306.313244285862,344.612933157,310.292541596585,300.677599140785,343.755535564203,290.809026531454,324.588144024787,290.934641571564,320.1291038625,293.701569237469,307.021324315665
1993-04-03,NA,305.114022823023,327.200430436262,285.817845516025,337.880609296963,375.181224757541,342.75833225171,339.844865145817,338.157638558041,341.044092204228,319.169620464073,273.06857688376,348.517802203897,329.49483720947,352.332026717335,340.191789269535,299.516993462467,327.903005160313,292.66784592685,320.868124205815,358.979663638502,320.549000147051,319.440653672159,288.977420441609,295.403304941393,292.08505026248,302.228826050571
1993-04-04,NA,339.40192246339,329.6101839253,286.545299525813,324.145039019436,358.725904238394,333.463447764368,343.755535564203,344.353514420195,332.278324971916,298.512121052366,323.798051427495,353.640389751272,329.64832822589,333.461992684241,288.137725774543,307.60798313733,346.955570772928,304.605951527029,331.485782114203,360.151471445997,341.739627230631,349.13264899081,342.341280014607,343.980625752099,311.721025745614,298.874960308249
1993-04-05,NA,339.372398332419,289.329768720372,317.420402493229,308.80737176808,361.068328347097,320.92681556795,355.65707467049,329.368753187542,330.818893424505,287.233758587725,355.65707467049,340.050210482579,315.646488890855,338.061207757103,347.353076308703,338.495308894498,316.359651320246,327.992096228582,314.659228219058,297.967442276324,336.841918966944,338.044148564962,333.419071788446,341.844982021961,337.984072931521,305.107090030069
1993-04-06,NA,341.766664644883,288.575107417093,342.472683702962,305.583244547681,393.562418039248,325.413770015843,345.988556578001,326.531000224264,336.187425804462,304.457251190006,331.889528598971,322.564071284127,337.294383907283,317.581129550187,323.136582685798,341.739394128095,303.158542294365,327.887479434881,341.551218834031,329.719108337467,337.29570981822,354.383945599861,348.434706209693,333.957741766485,302.813891677468,299.331668222559
1993-04-07,NA,338.594630671031,324.588144024787,359.139268198379,313.035830979609,322.787506054522,348.341935930761,322.307923700079,310.916878903108,333.291613061308,318.453838969378,346.069780521529,334.096515036327,336.187425804462,314.136021374081,297.91282130334,322.255345699423,327.445968605488,317.987648035751,293.523714936232,311.734048747411,342.35356974203,321.780606415591,361.444604252446,341.43190919617,305.113000979851,315.094804200085
1993-04-08,NA,298.142828253655,313.657105428829,354.730156791905,323.981472863565,317.581129550187,314.318409527114,307.231042299929,298.579235708062,332.729354150231,321.885249445732,288.137725774543,342.394020490833,317.153357725391,317.507289587771,290.656187707618,331.959453418877,347.353076308703,305.888422262907,305.820921283263,295.51394054502,335.532422585974,302.255428139145,341.459943068562,355.12603892076,324.755995964238,368.699072573498
1993-04-09,NA,313.046827432546,315.416311429989,334.474507069266,320.897922619115,314.603796045143,297.238668455252,351.471571364156,314.725254389442,327.053081072632,326.61690763051,291.300889167079,297.049591130945,307.802143530089,337.171855066069,293.775967779419,326.781441623353,327.88646685977,331.485782114203,344.30530952675,288.526440913399,304.827733787238,307.85477293012,322.942920763978,355.612979561715,349.258219050817,349.280070602657
1993-04-10,NA,321.187449831395,341.46316779874,366.029711071265,377.080418352314,287.951475904087,307.164067753658,361.877705500481,346.923028675228,323.55239221278,336.921129502881,306.560185789351,327.200430436262,335.328686228813,307.436541030972,310.29544804649,297.71224309003,287.630729923983,338.109326597218,344.30530952675,292.45809912374,300.155722857411,326.20400523834,315.734589011065,326.084333507553,318.163343188808,343.44655217248
1993-04-11,NA,345.976357615388,328.47563259761,373.553577750577,352.647301704468,297.097742092392,337.845805588878,320.467406974188,321.095170217314,323.413366290545,282.17981308345,330.717785329393,325.961063354363,325.232756806492,302.723331003677,325.786582063188,320.172682747714,284.608031203808,353.878726026448,315.668109547299,293.878995708005,312.186027176097,359.154444452352,304.171719894253,301.147121142767,340.086678395878,340.352272630821
1993-04-12,NA,374.20337463541,344.050076365653,335.383907484983,344.177491773021,321.805309451399,320.008152928041,301.754135630668,315.495855492992,325.19864077835,287.503589172214,347.034914840464,340.046582361418,329.464208313286,305.901873966532,362.629544390195,313.016365153128,313.094641712668,366.840460236184,317.506796401802,310.197084842555,312.931396058055,354.885151523473,338.001531512655,281.074523182167,318.682179950475,333.22436085913
1993-04-13,NA,329.879590621356,327.079305953981,308.546171617729,345.316039673967,350.574311000211,327.743315946419,316.240711282043,335.008189761867,321.371405067968,331.477549671048,311.620659961495,331.783098616389,335.056623750484,288.181988347845,305.821606320219,314.4071960373,329.926535113187,361.434541455148,340.046582361418,329.536707291045,321.780606415591,330.930635956475,369.692584767738,302.946376375368,332.87169899825,351.174796474618
1993-04-14,NA,304.892101510708,321.869952692705,324.083105269528,335.719342010181,342.35356974203,335.63150351251,335.324482602299,342.472683702962,304.345826936459,343.571740212645,284.544758969153,284.71384667341,320.817216518012,300.813169431877,333.54032516975,317.338165390343,357.57406643775,373.472161953723,308.872594567529,332.194816397674,290.358455180636,341.730296238452,361.164387372756,300.677599140785,349.167331566737,349.056088264316
1993-04-15,NA,289.650665111777,324.533507585408,341.32333990482,291.739467233637,349.030610566342,332.483851836895,332.124935716369,312.384020873078,332.780752707494,323.696386345659,304.420410097342,329.64832822589,311.179030554163,332.925914879523,329.49483720947,354.709872110866,320.308718137797,372.385948225488,337.484337067282,315.155346374563,326.495468670779,325.413770015843,328.894562097484,293.544352614636,318.622488273075,355.88695778723
1993-04-16,NA,296.122157907698,316.208460004861,319.724342355769,309.919380832266,354.551808551376,329.55677536282,335.981712136458,321.748059244938,314.62186808994,312.305392384453,294.481893198066,295.455866513518,313.390404997663,351.471571364156,315.868271063783,297.097742092392,332.358260458725,377.933135048189,339.844865145817,310.846635405783,335.340462264186,335.532422585974,346.411236951906,310.451838720056,318.906748516612,377.080418352314
1993-04-17,NA,307.860083786398,322.307923700079,325.862603297234,367.834695501232,351.345738852794,336.563032038126,336.084018141116,310.552778513379,294.04230113363,308.158796406642,321.885249445732,339.526832226352,318.566541278562,311.555105677767,306.7507467584,304.743845995378,348.95712797867,330.464300807719,315.899917717901,321.877095891071,342.341280014607,318.510927937166,334.204201509346,313.914511666337,325.200713653967,371.376094089281
1993-04-18,NA,313.875985237245,328.076419988383,316.725925760331,334.816819666302,337.386237172753,275.289416846395,309.526053545306,297.793480562865,305.723895712582,303.158542294365,327.000396631374,350.859196069928,329.429880774191,315.875591046187,295.441666439938,306.92149656399,328.47563259761,306.739531923345,318.320610903731,327.865620072793,350.646970044875,304.171719894253,307.232467477322,333.872579257066,347.51952666994,377.90442860211
1993-04-19,NA,313.642439226327,317.248024523196,312.235414948229,353.995249900451,320.276269187636,275.82768289542,315.182867784742,269.893371420416,302.298057254883,309.190421684954,331.781290976997,332.043967121383,342.742496632998,304.992050932071,316.238724786384,359.154444452352,320.591287001072,344.041452828304,329.053345354505,331.336304010712,349.522935215635,328.240943807612,316.39981489922,337.037194503838,332.161441818685,353.834368369015
1993-04-20,NA,310.16272234032,317.072692290731,312.186027176097,315.416311429989,282.602235515633,287.630729923983,323.947862357835,301.911604600013,320.276168854698,303.062667006704,334.546868475692,303.093656320112,304.766871579555,290.956409864527,331.793832119852,330.886539131694,321.023566624896,328.894562097484,309.723751566353,351.174796474618,347.100951846138,332.193627534535,324.577736984601,338.891957095025,341.449649374348,357.459714684109
1993-04-21,NA,317.2603069074,327.055429922055,354.625910562678,306.800801476562,297.725247525565,319.439394440429,331.7052750984,338.159835968614,353.834368369015,303.086201858223,349.669346389813,300.813169431877,270.898232508729,310.664317367163,291.648459762643,325.270070024226,330.19520785484,305.396791647962,312.297568453354,326.915443699908,342.472683702962,337.60423247035,353.878726026448,342.504668886493,335.309869262238,347.51952666994
1993-04-22,NA,346.296569456419,320.14086032359,297.331532533858,293.942178653644,318.232965413983,329.893886796168,334.234174041122,317.767629836928,315.610657014769,321.333921401368,338.850546573246,294.717988457577,322.601878786348,343.385963770885,331.268390290019,346.955570772928,318.770065369378,344.236702904358,316.853521471319,343.978347145208,333.872579257066,316.934525216461,374.023934122486,313.324709223664,273.920699051834,355.88695778723
1993-04-23,NA,337.712727381308,338.269265971985,324.701993393097,319.93707590765,318.280577601638,301.064572447102,326.763176683533,329.275838831354,294.365857044962,330.816827583072,342.080336419205,293.523714936232,294.717988457577,296.186356654016,322.787506054522,323.964551715025,320.463906496793,347.06542301704,319.606796710012,345.993380446227,333.104975961245,309.190378595985,329.621003309063,284.237311746714,280.591553869553,301.484723095819
1993-04-24,NA,300.341513471367,347.230733921225,327.814268908035,353.184305558002,319.697962795369,326.20400523834,328.627375925265,327.101681188579,326.61690763051,345.316039673967,353.168230323331,300.484205806686,329.118804449266,285.332067554873,338.065072537706,336.921129502881,327.079305953981,344.236702904358,286.545299525813,305.494685519713,341.382611460735,309.274286171296,338.519206327112,287.388482449499,295.081634652432,291.648459762643
1993-04-25,NA,307.289059282979,309.999085809825,327.63083963993,311.341195990133,296.383934089924,293.568410328638,326.870020065433,297.468406398399,330.968237522831,346.95512891701,331.669682987544,302.255428139145,326.868114376382,296.317819143267,316.227164053974,321.3791658513,330.19520785484,300.748598153341,323.528627929756,320.431894505298,321.485289660659,326.968622003679,344.429266442056,296.735369320689,305.018717768127,280.409019397792
1993-04-26,NA,307.849829354877,337.294383907283,292.358294603562,342.504668886493,278.107956228091,298.937842195524,301.31747231259,274.038368090082,316.39981489922,360.470205821457,297.049591130945,295.642463784563,319.414047254728,325.233411888932,289.801916070376,342.199787837409,329.119149068478,332.461125035764,312.902609021961,325.829017981552,285.446936276765,335.981712136458,350.430210710255,335.532422585974,299.467658575331,347.008130357331
1993-04-27,NA,314.145888638681,317.767629836928,291.300889167079,309.962697417819,282.414528038672,302.228826050571,326.301452041177,270.898232508729,316.191014716125,366.913049124838,302.603777428424,331.440113308888,299.750922024702,314.753651442903,310.197084842555,316.437742186913,341.155239587836,345.962734836264,321.748059244938,321.916109307148,320.394466890255,319.606796710012,306.801824562245,327.302923340381,318.320610903731,342.725554572209
1993-04-28,NA,306.276723826838,350.326753266679,297.331257047976,333.400363377863,306.512692542942,307.744253291251,320.417673964531,288.335771749712,325.828536455351,320.121126694272,333.979763505514,302.430145323083,294.954094409292,341.459943068562,322.203056265899,297.497815146302,322.575877169187,330.646132348038,324.588144024787,318.278952834222,328.218782346651,325.044609628481,327.746656283855,321.098852052779,325.026693539975,309.828757722519
1993-04-29,NA,299.974877025981,352.244529835081,293.764686895507,356.542138671523,310.350432158545,305.116130101266,281.460794453287,329.231517994015,318.715641523743,317.790006209998,353.044971132851,319.431407969278,323.722993171539,332.124935716369,308.015038675593,294.68563148019,291.639456371944,300.59876033119,314.402538652825,328.026565387962,318.622488273075,307.137189417097,329.996681164034,334.386508419213,301.065741822036,333.521539775129
1993-04-30,NA,307.371928330123,323.972976302294,293.661349746896,316.095750668821,323.582732626221,309.809431526783,323.55239221278,314.753651442903,328.550905844362,340.164820901823,298.294571683044,301.810512793995,327.491854019246,315.854209806774,289.53803038602,314.318409527114,272.117534041784,324.722600850048,313.230653358763,332.971845312307,324.503843297485,297.561854464358,301.064572447102,320.008152928041,304.427282643316,344.612933157
1993-05-01,NA,327.919081011855,299.423997793825,313.324709223664,329.719108337467,316.906209515923,343.798776104628,363.181547805614,325.0225586291,319.371558186712,338.242497441576,308.666630235031,293.47767255048,335.859311369826,322.307923700079,329.995368220275,308.019159314969,280.590754621464,312.931396058055,281.460794453287,352.593319519543,331.823234108099,317.38981630742,301.754135630668,311.662834543446,287.839010924868,328.487106153571
1993-05-02,NA,350.204668768736,315.416311429989,327.992096228582,300.777845208667,329.118804449266,327.053081072632,363.488465764089,307.641195522224,329.650392032617,339.083233573628,320.864756182543,294.975373053613,343.508293930509,331.309438233451,339.75710847301,323.947862357835,289.33342258263,314.22888712059,289.000090416548,350.689391073548,333.957118864989,315.346817263529,287.839010924868,318.374341302381,300.345478516492,350.913462759019
1993-05-03,NA,337.889393807134,343.423245659515,330.220564797682,306.92149656399,300.056125113438,324.31787856229,311.40489762629,323.181541516218,313.035830979609,338.621097581085,331.170315018849,294.481893198066,349.643354018821,308.006015248916,352.444116787036,297.468406398399,292.293869544606,321.781146753328,334.096515036327,325.233411888932,321.968072657055,274.038368090082,292.941522107167,286.545299525813,323.341017481964,342.377305404354
1993-05-04,NA,308.013326821993,324.576338898879,320.076363004588,309.226858569468,269.893371420416,304.100016535993,305.691285088994,321.58561841451,300.526580532103,293.195250749822,331.928766009501,317.778404022199,330.925358021558,287.56679201092,318.289905827338,304.180910621405,336.644779830272,299.404903000681,337.495848311903,305.113060713115,349.854657082726,289.420006068809,303.064736580193,287.312758129933,321.934343212859,330.20561398794
1993-05-05,NA,331.904489015436,287.951475904087,305.004957617037,301.722582787632,288.137725774543,303.319642973337,306.324859239129,307.641195522224,291.061688796742,301.31747231259,338.22025960171,277.483904940045,300.714141153916,302.754442296889,335.756506574997,292.123496723985,302.723331003677,319.604058729296,325.096809660491,331.477549671048,338.620639395717,335.981712136458,317.767629836928,315.919546557755,340.086188077349,316.721769930646
1993-05-06,NA,358.075215901339,280.70753514274,302.055188318404,301.31747231259,290.358455180636,319.309571736649,319.697962795369,328.219535871672,293.59133595616,325.122113684016,331.733223491004,278.477782022903,305.199266729914,331.783098616389,339.922839987194,308.057440814074,313.033806058365,355.265998499758,343.423245659515,337.176490720669,346.228502947847,340.828466452424,351.536133206747,315.155346374563,350.454600291175,308.562115026157
1993-05-07,NA,357.852910743984,287.976742978927,324.777069596787,325.961343800666,323.356990009549,325.862603297234,301.196122094111,370.425037488831,303.760165756837,354.620977333017,342.75833225171,288.382920447495,335.703948812844,354.962917928475,327.750060728399,318.892196960918,328.487134739162,346.316200821957,345.629659009693,290.809026531454,339.141582687702,318.913922022494,355.265998499758,308.718822600399,326.763176683533,333.463447764368
1993-05-08,NA,346.736473781214,293.177387596115,340.938437240044,344.784813001572,317.073838428517,318.376274355457,293.728906674267,335.014454639867,318.395023484974,310.136799429067,326.117630437005,305.073863132921,317.405389111123,317.38981630742,330.516185137654,319.697962795369,337.037194503838,317.405389111123,318.374341302381,318.367389741615,331.617249961975,344.234747604358,331.102061772338,319.229530248072,298.461574319743,332.729354150231
1993-05-09,NA,333.532423609358,290.809026531454,291.061688796742,310.970122102219,323.580726118366,331.462872522961,303.137045437664,283.209227782451,312.77821065628,309.689646086405,339.194807919035,302.216240736833,341.739394128095,330.922473172781,294.954094409292,280.173671447435,317.767629836928,321.62974145823,305.691285088994,329.893886796168,343.273711756427,336.875455238019,323.666510245279,299.635414859074,311.198244556645,328.314840531492
1993-05-10,NA,309.302733983955,301.722582787632,295.671920682474,325.285083803011,295.458461232216,337.608567612771,288.792997032581,265.622832558038,326.915443699908,309.192279473056,331.622685387758,321.748059244938,334.766214431408,282.193690748232,275.292837611861,292.293869544606,316.749771856238,317.506796401802,327.436062438834,307.372990167074,326.691976014637,326.143424372437,325.410456165417,302.055188318404,305.691285088994,294.481893198066
