skillscore,skillscore.sd,var,sig
0.0309782608695655,0.010119111236705,uas,FALSE
0.0771841032608696,0.0131416229881089,vas,FALSE
0.0675917119565219,0.0099460238812747,psl,FALSE
0.249592391304348,0.0153470312036986,tas,FALSE
-0.473410326086956,0.0273248069913785,tp,FALSE
0.0704110054347828,0.0119301179769589,tdps,FALSE
-0.486939538043478,0.0222125309310098,cc,FALSE
-0.00958559782608681,0.00787117244321532,wss,FALSE
0.592299592391304,0.0121932249798043,petH,TRUE
0.376579483695652,0.0176685000557735,rsds,FALSE
0.0647520380434783,0.010244464333502,rlds,FALSE
0.317992527173913,0.0139900219967825,ech_q,FALSE
0.231657608695652,0.0126260975016911,onk_q,FALSE
0.674660326086957,0.0146922858098859,surftemp,TRUE
-0.173264266304348,0.0288559070194294,bottemp,FALSE
-0.657323369565217,0.0341159485370264,wlev,FALSE
