DateTime	uas_m.s-1	vas_m.s-1	ps_Pa	tas_degC	pr_mm	rsds_W.m-2	rlds_W.m-2	hurs_%	cc_frac	petH_mm.day-1	wss_m s**-1
1981-02-01 00:00:00	-3.9151767705307	2.0317874885006	99158.593300875	28.5480336054688	0	328.618494301758	389.928118053711	42.2041205147095	0.663945207605326	5.80954789430486	4.52579823428396
1981-02-02 00:00:00	-0.651364497840883	-2.20480634552765	98686.221557375	29.8813678383789	0	313.323302753906	401.19074471875	38.7910839208984	0.663272565510302	7.81968904704096	2.30500656761312
1981-02-03 00:00:00	0.062825720220326	3.32421006716538	98787.429278875	23.9027855410156	0	280.992471166992	407.432964431152	62.1984060999756	0.696266142668674	7.03090768623598	3.34891406230661
1981-02-04 00:00:00	-4.11982604042054	7.44760634820557	99062.585607375	24.6442576025391	0	251.81177039502	398.385568223633	61.0374055789795	0.75136099356952	5.25036263138827	8.60795979023341
1981-02-05 00:00:00	-2.5642755154686	5.7082070882232	98931.466727375	23.7322946528321	0	276.349084276367	398.732364437012	58.1744389792481	0.712657252249496	6.25576261370457	6.15670634092561
1981-02-06 00:00:00	-0.805976734167099	7.44760634820557	98723.7984068555	18.6690542094727	0	259.221522498047	396.557828600098	73.4246506928711	0.741732076739365	4.97638985165875	7.44292259808254
1981-02-07 00:00:00	-2.15183572797786	4.43712409366608	98585.345103625	20.760720053711	0	293.916903705687	347.993502577008	59.8811559276733	0.754004793269683	4.76701424576424	4.84042309027914
1981-02-08 00:00:00	3.84740898682785	1.82158894754791	98022.5675548017	18.9593108579102	0	247.089187453125	365.747484258789	66.58097349646	0.787962554618813	5.81490548895923	4.23699653595457
1981-02-09 00:00:00	4.09876082242584	5.05851733371735	99142.46051375	15.2424089692383	0	249.023425663766	334.908427862793	57.3384625357056	0.814709703474994	3.41760505464857	6.50658087109189
1981-02-10 00:00:00	-2.73032469244563	3.44438237531281	99896.12498	17.7443246802007	0	340.506561085449	306.961590797363	43.6542571646728	0.746844022387054	4.04334173575802	4.36649979095258
1981-02-11 00:00:00	-3.25930481283188	1.55148934720611	99575.433708	24.4251126215821	0	341.522682895019	340.231960745117	40.4299155419312	0.701460937000339	5.1990148754751	3.58517953270045
1981-02-12 00:00:00	-1.67201478620911	2.14159819567871	99172.069974625	25.0221491710022	0	316.665275738281	368.634301729492	47.1740624419939	0.683937739463302	7.37492174595404	2.63898304693674
1981-02-13 00:00:00	-1.30790691801453	7.25624129353333	99275.71123725	19.3653912636709	0	299.558949782044	352.666024757813	63.2500380690308	0.729387376486852	5.73931587051563	7.24118026561414
1981-02-14 00:00:00	-2.07887602250481	6.30576891937064	99288.175412	19.8025362778321	0	285.248053937988	362.704810770508	57.8529869271851	0.736464599073367	4.77299050234887	6.55082240603337
