dates;obs;ERA5;tp_1;tp_2;tp_3;tp_4;tp_5;tp_6;tp_7;tp_8;tp_9;tp_10;tp_11;tp_12;tp_13;tp_14;tp_15;tp_16;tp_17;tp_18;tp_19;tp_20;tp_21;tp_22;tp_23;tp_24;tp_25
1993-03-01;0.027999808;0;5.33451675415039;0.074080047607422;0.111483459472656;0.905558776855469;0;0.0526593017578125;0.656830749511721;0;10.5298428344726;0.239256591796875;1.51602447509766;0.164574584960937;0.122281341552734;0.463376617431639;7.98510559082031;0;0.00785690307617186;0.196724548339844;5.43964752197266;0;0;1.45982849121094;0;4.21022018432618;-0.00579971313476564
1993-03-02;0;0.00190168474607679;1.1448501586914;0.0304246520996093;1.15320495605468;2.52200469970703;0.0711959838867186;0;0.493777465820314;0;2.2541455078125;0;2.39463012695313;0;0.0280470275878906;0;4.21099945068359;6.27411346435547;0.197594604492187;0.176236572265626;11.5097911071777;0.170723876953125;0;0.189936218261718;0.515753173828124;0.263361968994141;0.0148037719726563
1993-03-03;0;0.000928699297787665;0.159011993408203;0.892179565429687;0;0.289032135009765;0.679242401123048;6.340986328125;0.774081726074221;0;4.72227508544921;0.249937744140626;2.40066528320313;0.000733795166015625;0.815620117187499;0.139898376464843;0.738648529052732;2.08791351318359;0.928416442871093;4.17037078857421;0;5.75174255371094;0;0.0125094604492187;3.77707504272461;0.166170959472656;0.0125094604492187
1993-03-04;1.110035793;6.413305961488e-05;0.676931457519532;3.61435134887695;0;0.0874383544921876;0.714681549072265;5.34697021484374;3.38628631591797;3.97198257446288;3.95023010253906;0.0822349548339846;1.98684020996094;0.0174089050292969;0.180693359375001;0.0890338134765622;0.0382621765136717;5.48521774291992;0.523752288818359;6.17125457763672;2.42764770507812;5.84638885498047;0.0264865112304687;1.56001220703125;0;0.074070281982422;1.30625183105469
1993-03-05;8.56e-05;0.530431887380272;0.945839996337892;1.12009048461914;1.37949645996093;0.536640625000001;1.97008026123047;0.397541809082031;19.5820642089844;1.78935577392578;4.02911804199219;0;1.06029541015625;4.79670486450195;0.000868377685546881;0.650910034179687;0.0445169067382811;0.378573303222657;0.0312736511230468;16.0109408569336;4.86526672363281;0.601272888183593;0.00146759033203125;3.95549194335937;2.60427200317382;0.1348681640625;15.4964440917969
1993-03-06;0;0;0.721519775390626;2.23280029296875;2.90366699218749;0.027313232421875;0.372435760498046;9.54617309570313;3.44279907226563;0.963440704345704;1.70484954833984;0.308604736328125;4.58038024902343;1.62136184692382;0.000868377685546881;0.319286499023437;0.00188095092773442;0.728510742187498;4.77050247192382;0.292275390625;0.594403228759766;7.99878143310547;0.0232183837890626;7.92159240722656;6.11412384033203;0.141091003417969;5.01035858154297
1993-03-07;0;0;2.35007736206055;0.471985931396485;1.76116912841797;0;0.199376831054687;0.0569848632812499;2.55913513183594;0.05843017578125;0.0250189208984374;1.31111877441407;1.40247253417968;0.0294216918945312;1.27559722900391;6.51955169677734;0.167161865234376;0.0125094604492187;2.46185470581054;6.49821502685547;0.103988800048828;3.86279144287109;0.138938903808594;0.1803173828125;0.401748046874999;0;3.54423950195313
1993-03-08;0;0.00110182614244491;2.18161270141602;0.191081848144532;0.173775024414063;0.138853912353515;0.473683166503907;0.00173675537109376;1.57076416015625;0.0623391723632812;0;1.11158355712891;5.15805938720703;1.01046356201172;1.53745330810546;0.14361572265625;0.31898681640625;0;0.019290008544922;6.633681640625;0.0290180969238282;2.35086212158203;2.51235626220703;0;0.106260833740234;0;5.00148895263671
1993-03-09;0;0.0013875285035116;7.45659255981446;1.28335815429688;0.503032531738281;0.0254322814941406;0.706737060546876;0.01654052734375;2.07653533935547;0.0136566162109375;2.5510336303711;1.2830776977539;0.466876831054688;0.553860168457032;0.30169464111328;0;0.288366394042969;4.90311477661132;0.0782901000976563;4.23123352050781;1.14130996704102;12.3183654785156;2.59448699951172;0;7.93781723022461;0.0125094604492187;0.219204711914063
1993-03-10;0;0;0.131482849121094;7.04845916748047;1.70585266113282;0.250926818847656;0.72232391357422;0;4.17874267578126;0.322039794921875;8.40317260742189;4.41927062988281;1.34026641845703;0;0.0125094604492187;0;0.0529092407226563;9.07356384277344;-0.000733795166015625;0.843589477539061;8.51194702148437;7.26070281982422;2.61984100341796;0.127197265625;3.13210052490235;0.0389959716796873;0.893452453613282
1993-03-11;0;0;5.01634460449219;11.6905364990234;10.2331524658203;1.28277465820312;2.07350280761719;2.33571136474609;0.242140502929687;0.0838914489746096;3.79703247070313;0.0836764526367187;0.0693664550781252;0;0.043853759765625;0.195448608398437;0.0616760253906249;6.7808186340332;0;4.81707244873046;0.166064453124999;7.49819458007812;0.0174505615234375;0;8.36538864135743;0;7.77146118164062
1993-03-12;0.085713247;0;11.3023721313477;0.073099365234375;0.279400024414062;0;3.55316528320312;0.778107299804687;0.956896362304687;0.00612014770507809;2.64735992431641;0.01654052734375;5.03557373046876;0.0287808227539062;0;5.69456848144532;0.368499450683593;16.9083972167969;0;0;0;1.65865417480469;1.74504760742187;0.0125094604492187;4.84462020874024;0.0233209228515625;10.1323489379883
1993-03-13;0.023401124;0.0215331915365781;5.12081176757813;0;0.0250189208984374;1.26364318847656;0.043853759765625;1.30309204101563;5.49394622802734;0.00347351074218752;1.55278198242188;0.400970458984374;1.39114044189453;0.0264865112304687;0.874310913085935;7.63485565185546;0.0692193603515626;0.808556518554685;0.00146759033203125;8.11278961181641;0.0117437744140625;1.92960083007813;0.0613043212890625;0.0264865112304687;2.19266632080078;2.12467620849609;11.5579684448242
1993-03-14;0.155067043;0.0102740540780873;10.2077990722656;0.0148037719726563;0.214128417968749;1.05707580566406;5.09119842529297;0.0485256958007813;7.84873138427734;0.030517578125;0.0148037719726563;2.00855651855469;2.13570709228515;0.114003295898438;0;4.06230499267577;0.332694396972656;3.70674926757812;0;14.7634503173828;0.01397705078125;0.169602661132813;2.55389190673828;0.0799920654296876;0.0174505615234375;6.29933410644531;8.65434692382813
1993-03-15;0.025448068;0.003295358261416;2.88918273925782;0.102794189453125;0.0313442993164063;8.52074645996094;2.31205657958984;0;6.62697143554688;0.574166870117186;0.00173675537109376;3.09464141845703;0.00760711669921877;0.220458068847657;0.469548645019532;0.386013793945312;0.434168395996094;0.0957696533203128;0.0125094604492187;3.04559143066406;0.01654052734375;0.403046264648436;0.199651794433593;0.0148037719726563;2.13175689697266;0.450861206054688;0.701913146972657
1993-03-16;0;0.288630709387346;0.259163818359376;15.5874563598633;1.29332061767578;3.44754364013672;5.4323501586914;0.00521026611328129;0.714754333496095;0.0490640258789063;1.43873962402344;0.282137756347657;0.00347351074218752;1.20895874023438;0.0203857421875;0.666751403808592;0.185130615234375;0.00146759033203125;0.754891357421876;3.57619171142578;0;0.163321838378906;4.58093170166015;3.68675933837891;0.951375122070315;0.219918518066407;0.104306335449219
1993-03-17;0;0.0021544552365532;0.518645629882811;5.70906921386719;4.80576477050781;0.47118408203125;3.86623016357422;0.10821533203125;0;0.107536010742187;3.01478332519531;2.67780883789062;0;0.707850646972655;0.124608764648437;0.387756652832031;0;0.473612365722655;0.0797286987304685;6.96094329833985;0.477181091308594;0.1783447265625;0.111067504882813;7.75373718261718;0.00146759033203125;3.28056030273437;0.162611694335938
1993-03-18;0.003427641;0.114599044007017;4.57807800292969;5.86654846191406;2.98365570068359;0.0412902832031249;14.3432855224609;0;2.80887817382813;0.0217507934570313;1.47831604003906;0.0711669921875;0.0505316162109376;0;0;0;0;0.00868377685546881;0.0159829711914062;0.171941833496094;0.08888671875;0.0313442993164063;0.432686767578124;0;0.0294216918945312;7.06964935302735;0.389487609863282
1993-03-19;0;0.105984546221255;0.863111877441406;4.36627593994141;12.0417361450195;0;8.95571319580078;1.26831359863281;2.12310424804688;1.87412048339843;0.134643859863281;0;0;0.0125094604492187;0;0;0;4.50401916503906;0.213981628417968;0;0.707941284179688;0;4.14431823730469;0.121493530273437;0.0157138061523437;3.55574584960937;0.172929382324219
1993-03-20;0;0.0785668276447592;0.274888916015624;16.1332119750976;1.80295745849609;0;3.93396087646485;8.34710723876954;0;1.98386138916016;0.273601684570313;0;0;0;0.0250189208984374;0.0125094604492187;0;9.05958953857422;4.98325775146484;0.00320434570312501;1.03521484375;0;0.541080627441405;0.00173675537109376;4.14815307617187;1.86571441650391;0.0881625366210936
1993-03-21;0.000390453;0.349592206181085;0.0243145751953127;1.32561462402344;4.15191589355469;0;3.14122436523437;5.06648101806641;0.0348178100585939;1.12857299804688;0.568593139648437;0.173678283691406;0;0;0;0;-0.00229431152343759;0.0148037719726563;0.0552673339843749;0.223627319335938;0.342113647460936;-0.00146759033203125;0.0751983642578126;0;2.13831481933594;0.289309692382813;0.260572814941407
1993-03-22;2.995328039;5.15299725699386;1.36031829833984;0.194185791015625;0.803652648925779;0.00146759033203125;6.31908660888672;0.10854248046875;0;1.41573333740234;5.6099755859375;0.201549072265625;0;0;0.0569403076171876;0;0;0;2.16065521240234;0;0.873427429199217;0.0502624511718751;3.35069122314453;0.027313232421875;0;0.28047637939453;0.030517578125
1993-03-23;0;0.150274134530284;0.102369995117187;3.48332061767578;0.403125305175781;0.0201165771484375;1.60317993164063;0.0148037719726563;0.027313232421875;1.19682769775391;0.38287353515625;0;0;0.0132083129882813;0;0.0435845947265625;0;0;5.24495849609375;0;0.137431640625;0.0238784790039063;0.00521026611328129;0;0;0;0
1993-03-24;0;0.03627110350414;1.87662414550781;5.24103881835937;0.989430541992186;0.0270828247070313;1.30399230957031;0;0.00173675537109376;0.0693859863281252;0.57065673828125;0;0;3.64599670410156;0.585130004882814;0.0959167480468749;0.0290499877929687;0;0.146409606933593;0.00146759033203125;0.259815673828125;0;4.89530487060547;0;0;0.0183798217773437;0.00173675537109376
