dates;obs;ERA5;m_1;m_10;m_11;m_12;m_13;m_14;m_15;m_16;m_17;m_18;m_19;m_2;m_20;m_21;m_22;m_23;m_24;m_25;m_3;m_4;m_5;m_6;m_7;m_8;m_9
09-Feb-2003 12:00:00;NaN;-0.1922878;0.89341;-0.02366457;-0.2157162;-0.2873502;-0.2565968;0.8658658;0.9768943;0.305784;-0.1835797;0.3617576;0.7093802;-0.07953449;-0.02430392;0.9026221;-0.2538599;-0.1405806;0.9026221;-0.07503529;0.8254896;0.5082709;-0.02700957;1.425969;1.120172;-0.1978969;-0.1888668
10-Feb-2003 12:00:00;NaN;-0.1921055;0.8888065;-0.02208063;-0.2155638;-0.2865068;-0.2563939;0.8633478;0.2409951;0.3059052;-0.1814288;0.3621841;0.6103513;-0.07984249;-0.02425108;0.9036334;-0.2534683;-0.1403038;0.9036334;-0.07494317;0.772757;0.506716;-0.02516786;1.426479;1.120514;0.2359623;-0.1871773
11-Feb-2003 12:00:00;NaN;-0.1918385;0.8839803;-0.02037889;-0.2153624;-0.2855678;-0.2562144;0.8608657;0.2659151;0.3060588;-0.179503;0.362467;0.6547731;-0.08014169;-0.02411444;0.9047097;-0.2532646;-0.1400148;0.9047097;-0.07486287;0.9316894;0.5052336;-0.02337933;1.426785;1.120521;0.353483;-0.1856736
12-Feb-2003 12:00:00;NaN;-0.1915307;0.8794872;-0.01819801;-0.2151629;-0.2846355;-0.2560349;0.858407;0.3511031;0.3061935;-0.1779642;0.3630047;0.4953298;-0.08043537;-0.02383744;0.9059084;-0.2528355;-0.1398303;0.9059084;-0.07480098;1.259577;0.504029;-0.02185635;1.427225;1.120314;0.339667;-0.1841496
13-Feb-2003 12:00:00;NaN;-0.1912582;0.8748802;-0.01515731;-0.2149703;-0.2837859;-0.2558136;0.8559605;0.5013413;0.3063472;-0.1759533;0.3636473;0.2583221;-0.08074372;-0.02366807;0.9070816;-0.2515644;-0.1397078;0.9070816;-0.07473043;1.454363;0.5030287;-0.02092852;1.428085;1.12025;0.4247776;-0.1827408
14-Feb-2003 12:00:00;NaN;-0.1907294;0.8703294;-0.01301552;-0.214741;-0.2830029;-0.255601;0.8535284;0.6129363;0.306792;-0.173152;0.3639953;-0.1241602;-0.08106832;-0.02353747;0.9078462;-0.2497196;-0.139561;0.9078462;-0.07465876;1.596254;0.5020481;-0.02047583;1.429128;1.12042;0.8884233;-0.1816195
15-Feb-2003 12:00:00;NaN;-0.1901182;0.8660627;-0.01217412;-0.2143863;-0.2820413;-0.2554632;0.8510809;0.5733139;0.3073803;0.04409112;0.3644682;-0.2920588;-0.08137779;-0.02342829;0.9087104;-0.247886;-0.1393627;0.9087104;-0.07464907;1.637999;0.5010648;-0.01937014;1.430209;1.120399;1.354841;-0.1802077
16-Feb-2003 12:00:00;NaN;-0.1897126;0.8612745;-0.0117019;-0.2139032;-0.2810395;-0.2553711;0.8486063;0.5447795;0.3077269;0.3245021;0.3651122;-0.2885827;-0.08168247;-0.02325801;0.9097784;-0.2458234;-0.139178;0.9097784;-0.07467131;1.88919;0.4998994;-0.01762083;1.431122;1.120471;1.411163;-0.1787431
17-Feb-2003 12:00:00;NaN;-0.1891097;0.8562451;-0.01095741;-0.2133964;-0.2800134;-0.2552645;0.8460994;0.4631056;0.3082635;0.3407238;0.3658187;-0.2869414;-0.08199367;-0.02312638;0.9107367;-0.2436431;-0.1388134;0.9107367;-0.07462659;2.213909;0.4987429;-0.01651615;1.432163;1.120478;1.416836;-0.1775146
18-Feb-2003 12:00:00;NaN;-0.1883283;0.8518999;-0.00938963;-0.2128782;-0.2790451;-0.2550654;0.8436415;0.5127921;0.3091594;0.3415292;0.3667333;-0.2853489;-0.08228812;-0.02306165;0.9115409;-0.2421937;-0.1384989;0.9115409;-0.07453927;2.416545;0.4977128;-0.0152723;1.433557;1.120196;1.422224;-0.1760116
19-Feb-2003 12:00:00;NaN;-0.187545;0.8480735;0.2548395;-0.2123976;-0.2782193;-0.2548181;0.8412299;0.8226117;0.3101319;0.3504349;0.3677789;-0.2823144;-0.08256486;-0.02294591;0.9125753;-0.2407221;-0.1383859;0.9125753;-0.07448947;2.557647;0.4966377;-0.01358877;1.434594;1.120119;1.426826;-0.1742384
20-Feb-2003 12:00:00;NaN;-0.186744;0.8442939;0.418599;-0.2119949;-0.277104;-0.2545739;0.8387738;1.025607;0.3112017;0.429734;0.3688219;-0.278448;-0.08283553;-0.02288055;0.913713;-0.2390735;-0.1379475;0.913713;-0.0744523;2.656939;0.495539;-0.01185333;1.435204;1.12045;1.431416;-0.1719855
21-Feb-2003 12:00:00;NaN;-0.1859595;0.8407471;0.7261322;-0.2116416;-0.2758097;-0.2543193;0.8363008;1.213423;0.3124078;0.6458586;0.3699685;-0.275178;-0.08310305;-0.02290997;0.9146237;-0.2378642;-0.1371343;0.9146237;-0.0743962;2.813099;0.4944942;-0.009702627;1.435965;1.120815;1.430217;-0.1691542
22-Feb-2003 12:00:00;NaN;-0.1854649;0.8370723;1.173021;-0.2112332;-0.2743286;-0.25413;0.8338454;1.204959;0.3135492;1.074094;0.3712162;-0.2717176;-0.08336838;-0.02288948;0.9155459;-0.2367259;-0.1363598;0.9155459;-0.07433412;2.85886;0.49347;-0.00734768;1.437112;1.120919;1.4241;-0.1667287
23-Feb-2003 12:00:00;NaN;-0.1851221;0.8335923;1.373625;-0.2107644;-0.2725453;-0.253936;0.831451;1.116311;0.314495;1.340162;0.3724513;-0.2686816;-0.08364039;-0.02267304;0.9164061;-0.2351443;-0.1354997;0.9164061;-0.07430698;2.698376;0.4923212;-0.005010803;1.438647;1.121131;1.416844;-0.1629915
24-Feb-2003 12:00:00;NaN;-0.1846557;0.8301619;1.420201;-0.2102995;-0.2707056;-0.253714;0.8289891;1.153657;0.3150887;1.368937;0.3736619;-0.2658659;-0.08391181;-0.02246911;0.9171386;-0.2337252;-0.134797;0.9171386;-0.07426663;2.51253;0.4912261;-0.002677261;1.440372;1.121487;1.401921;-0.157166
25-Feb-2003 12:00:00;NaN;-0.1840688;0.8262912;1.49164;-0.2098492;-0.2694868;-0.2534945;0.8264467;1.160098;0.3159701;1.492522;0.3746489;-0.2633778;-0.08417537;-0.02235309;0.9181417;-0.2320824;-0.1340816;0.9181417;-0.07416677;2.547323;0.4902196;-0.0005105475;1.442023;1.121431;0.5921454;-0.151956
26-Feb-2003 12:00:00;NaN;-0.1832863;0.8224788;1.480463;-0.2094077;-0.2686044;-0.2533467;0.8240079;1.168418;0.3172797;1.617641;0.3756105;-0.2611572;-0.08443955;-0.022045;0.9193707;-0.2300097;-0.1330759;0.9193707;-0.0740252;2.569848;0.4890085;0.001468568;1.442903;1.121163;0.2067342;-0.1465735
27-Feb-2003 12:00:00;NaN;-0.1825039;0.8187078;1.299917;-0.2089668;-0.2676257;-0.2531097;0.8215885;1.063577;0.3186174;1.737866;0.3767863;-0.2584948;-0.08471751;-0.02177753;0.9206873;-0.227392;-0.1318506;0.9206873;-0.07386517;2.674138;0.4878812;0.003461048;1.443592;1.121337;0.1672089;-0.1411064
28-Feb-2003 12:00:00;NaN;-0.1818616;0.8150022;1.119408;-0.2085317;-0.2662494;-0.2528216;0.8192492;1.081834;0.3198565;1.898845;0.3780282;-0.2548529;-0.08498854;-0.02149324;0.9220735;-0.2242015;-0.1305281;0.9220735;-0.07371916;2.871214;0.4869399;0.005503437;1.444805;1.122013;0.1759965;0.519286
01-Mar-2003 12:00:00;NaN;-0.1814032;-0.1755036;-0.1747532;-0.1742372;-0.1775074;-0.1671233;-0.1649601;-0.1549072;-0.1750226;-0.1607329;-0.1773072;-0.1764793;-0.162064;2.136002;-0.1767133;-0.1683767;-0.1718786;-0.1767133;-0.160739;-0.175647;-0.1642482;-0.1721771;-0.1569517;-0.1763414;-0.1488793;-0.1749171
02-Mar-2003 12:00:00;NaN;-0.1810454;-0.1734271;-0.173739;-0.1736082;-0.1768306;-0.16527;-0.1631879;-0.1529181;-0.1739335;-0.1555691;-0.1760812;-0.175901;-0.1605824;2.019722;-0.1760044;-0.1665478;-0.1701286;-0.1760044;-0.1588313;-0.1744659;-0.1621479;-0.1711034;-0.1537969;-0.1753137;-0.1455809;-0.1736622
03-Mar-2003 12:00:00;NaN;-0.1806583;-0.1713387;-0.17264;-0.1727225;-0.1761384;-0.160801;-0.1612886;-0.150936;-0.1732568;-0.1501448;-0.1748146;-0.1753888;-0.1589707;1.940878;-0.1752651;-0.1645048;-0.1686033;-0.1752651;-0.1569339;-0.1732889;-0.1599573;-0.1697638;-0.1516393;-0.1742039;-0.1426574;-0.1723769
04-Mar-2003 12:00:00;NaN;-0.1801866;-0.1692403;-0.1716044;-0.1715565;-0.1755011;-0.1570354;-0.1599862;-0.149464;-0.1727663;-0.1450589;-0.1734935;-0.1750136;-0.1569944;1.997677;-0.1745101;-0.1623297;-0.1668896;-0.1745101;-0.1522941;-0.1720726;-0.1580343;-0.1678123;-0.1500267;-0.1731467;-0.138754;-0.17104
05-Mar-2003 12:00:00;NaN;-0.1798242;-0.1670935;-0.1705941;-0.1703591;-0.1747824;-0.1523769;-0.1576695;-0.1484692;-0.1721938;-0.1393277;-0.1721659;-0.1747603;-0.1548146;2.040018;-0.1739151;-0.1595832;-0.1645346;-0.1739151;-0.1455068;-0.170818;-0.1566724;-0.1652744;-0.1472687;-0.1721331;-0.1336571;-0.1697237
06-Mar-2003 12:00:00;NaN;-0.1795516;-0.1650911;-0.169744;-0.1691553;-0.1739863;-0.1443535;-0.1557396;-0.1472907;-0.1715301;-0.133207;-0.1708394;-0.1745268;-0.1526749;2.073028;-0.1732446;-0.1557633;-0.1629678;-0.1732446;-0.1413489;-0.1695281;-0.1555531;-0.1620375;-0.1431019;-0.1710818;-0.1278419;-0.1680709
07-Mar-2003 12:00:00;NaN;-0.1790834;-0.1627813;-0.169184;-0.1680335;-0.1733921;-0.1354403;-0.153383;-0.1455401;-0.1706339;-0.127188;-0.1696504;-0.1742353;-0.1506163;2.085474;-0.1723428;-0.1510182;-0.1616227;-0.1723428;-0.139614;-0.1681922;-0.1542688;-0.1576556;-0.1390454;-0.1702064;-0.1237677;-0.1656819
08-Mar-2003 12:00:00;NaN;-0.1785808;-0.1599841;-0.168396;-0.1670486;-0.1729238;-0.1279191;-0.1495526;-0.1439641;-0.1694707;-0.1216149;-0.168513;-0.1735977;-0.1486353;2.145528;-0.171379;-0.1463393;-0.1592369;-0.171379;-0.1351184;-0.1668705;-0.1530478;-0.1520643;-0.1351581;-0.1695368;-0.119181;-0.1634856
09-Mar-2003 12:00:00;NaN;-0.178073;-0.1574025;-0.1676991;-0.166003;-0.1724363;-0.1200672;-0.1455644;-0.1430309;-0.1683578;-0.116166;-0.1673701;-0.1727376;-0.1474725;2.428478;-0.1703742;-0.1404923;-0.1563035;-0.1703742;-0.1284572;-0.1655678;-0.1518728;-0.1453831;-0.131263;-0.1689537;-0.1132976;-0.1605736
10-Mar-2003 12:00:00;NaN;-0.1770105;-0.1542748;-0.1669005;-0.1650474;-0.1718762;-0.1110621;-0.1407477;-0.141969;-0.1672167;-0.1129877;-0.1663454;-0.1719686;-0.1468966;2.662775;-0.1693384;-0.13376;-0.1530335;-0.1693384;-0.1227628;-0.1642135;-0.1498096;-0.1383845;-0.1275244;-0.1680392;-0.1071904;-0.156034
11-Mar-2003 12:00:00;NaN;-0.1755897;-0.1500017;-0.1659816;-0.1644359;-0.1710626;0.2215449;-0.1346755;-0.1409769;-0.1660873;-0.1116264;-0.1651948;-0.1711849;-0.1458557;2.776651;-0.1679179;-0.1271955;-0.1495003;-0.1679179;-0.1160975;-0.1627873;-0.1480993;-0.1298153;-0.1245424;-0.1670565;-0.1006814;-0.1513361
12-Mar-2003 12:00:00;NaN;-0.173687;-0.1472761;-0.1654198;-0.1639754;-0.1702395;0.2984385;-0.129548;-0.1403997;-0.1649245;-0.1074337;-0.1639376;-0.1702313;-0.144358;2.955937;-0.1655649;-0.1204318;-0.1460944;-0.1655649;-0.1066859;-0.161355;-0.1466215;-0.1234517;-0.1214281;-0.166569;-0.09456535;-0.1471197
13-Mar-2003 12:00:00;NaN;-0.1711692;-0.1436952;-0.1647043;-0.1634623;-0.1694162;0.3206565;-0.1229281;-0.1394101;-0.1638204;-0.09987696;-0.1626497;-0.1673955;-0.1425776;3.114684;-0.1628266;-0.114366;-0.142362;-0.1628266;-0.09626305;-0.1599091;-0.1433775;-0.1163843;-0.1179332;-0.1662385;-0.08835226;-0.1419806
14-Mar-2003 12:00:00;NaN;-0.1683873;-0.1371789;-0.1636541;-0.16279;-0.1688458;0.4204993;0.2835839;-0.1374488;-0.1627;-0.09124529;-0.1613996;-0.162048;-0.1402087;3.115798;-0.1599406;-0.110302;-0.1377447;-0.1599406;-0.08574059;-0.158813;-0.1395895;0.494421;-0.1154813;-0.1658044;-0.0835769;-0.1353577
15-Mar-2003 12:00:00;NaN;-0.165381;-0.1297755;-0.1625415;-0.1620328;-0.1684;0.7136994;0.5332107;-0.1350109;-0.1614553;-0.08325202;-0.1600881;-0.1570881;-0.1375578;3.060796;-0.1568389;-0.1054656;-0.133972;-0.1568389;-0.07599737;-0.1581136;-0.135967;0.7668949;-0.1135373;-0.1653646;-0.07910392;-0.1278741
16-Mar-2003 12:00:00;NaN;-0.1620129;-0.1216113;-0.1615135;-0.1613603;-0.1676904;1.006207;0.5887364;-0.1325356;-0.1602245;-0.07426832;-0.1588214;-0.1521007;-0.1349187;3.144737;-0.1534359;-0.09899918;-0.1299619;-0.1534359;-0.06770724;-0.1573813;-0.1314562;0.7356011;-0.1113677;-0.1646453;-0.07434009;-0.1217938
17-Mar-2003 12:00:00;NaN;-0.1580436;-0.1122414;-0.1607872;-0.1603339;-0.1668069;1.144183;0.6046097;-0.1297745;-0.1591205;-0.06364109;-0.1575442;-0.1448173;-0.1323131;3.404996;-0.150046;-0.09156521;-0.125331;-0.150046;-0.06037942;-0.1566747;-0.1271826;0.5508757;-0.1067203;-0.1639061;-0.07138152;-0.1157754
18-Mar-2003 12:00:00;NaN;-0.1534655;-0.1065721;-0.1603697;-0.1587797;-0.1657761;1.152272;0.931656;-0.1266922;-0.1579219;-0.05260132;-0.1561286;-0.1340296;-0.1301767;3.648183;-0.1464293;-0.08324737;-0.1210776;-0.1464293;-0.05268025;-0.1557096;-0.1222938;0.5369008;-0.1005475;-0.1634664;-0.06811039;-0.1077871
19-Mar-2003 12:00:00;NaN;-0.1482687;-0.1019518;-0.1598539;-0.1571214;-0.1644155;1.099618;1.286861;-0.1235792;-0.1570998;-0.04089234;-0.154672;0.3098873;-0.1280867;3.785547;-0.1424908;-0.07418034;-0.1167563;-0.1424908;-0.04669895;-0.1544197;-0.1175305;0.721202;-0.09456399;-0.1623911;-0.06428193;-0.09822316
20-Mar-2003 12:00:00;NaN;-0.1436107;-0.0940907;-0.1592771;-0.1554251;-0.1632083;0.9965022;1.463299;-0.1204971;-0.1564693;-0.02895628;-0.1532592;0.3517123;-0.1255105;3.959433;-0.139725;-0.06510931;-0.1122437;-0.139725;-0.04057602;-0.1529073;-0.1128795;0.8382227;-0.08627498;-0.160606;-0.06004559;-0.08762625
21-Mar-2003 12:00:00;NaN;-0.1399235;-0.08240014;-0.1586716;-0.1537951;-0.1622989;0.9048322;1.629439;-0.1174652;-0.1553754;-0.01648853;-0.1517968;0.3583486;-0.1227789;4.086181;-0.1368849;-0.05928551;-0.1068735;-0.1368849;-0.03161506;-0.151292;-0.1071706;1.136125;-0.07645341;-0.1593444;-0.05367176;-0.07624389
22-Mar-2003 12:00:00;NaN;-0.134909;0.5717908;-0.157657;-0.1526247;-0.1615075;0.9523966;1.783319;-0.1145309;-0.1537062;0.668554;-0.1503866;0.4247929;-0.1204464;4.161749;-0.1321433;-0.05355549;-0.1013885;-0.1321433;-0.02386359;-0.1502427;-0.1024632;1.380243;-0.06614035;-0.1581324;-0.04911368;-0.06527322
23-Mar-2003 12:00:00;NaN;-0.1270994;0.9216766;-0.1562447;-0.1519212;-0.1603135;1.237278;1.970044;-0.1121839;-0.1518198;0.8266599;-0.1490291;0.7990902;-0.1192141;4.556835;-0.1268208;-0.04604182;-0.09589081;-0.1268208;-0.01934247;-0.1496557;-0.09767123;1.61021;-0.05603196;-0.156372;-0.04532566;-0.05487436
24-Mar-2003 12:00:00;NaN;-0.1179673;1.388086;-0.1544872;-0.1512203;-0.1592009;1.62025;1.916909;-0.1103374;-0.1498764;1.086079;-0.1479108;1.135322;-0.118426;4.839;-0.1212521;-0.03712498;-0.08874062;-0.1212521;-0.01424771;-0.1487646;-0.0913818;1.757263;-0.04691064;-0.1533674;-0.04011381;-0.04564136
25-Mar-2003 12:00:00;NaN;-0.1083191;1.873117;-0.1521934;-0.1502504;-0.1577471;1.954915;1.792686;-0.1090751;-0.1486245;1.239651;-0.1469393;1.394206;-0.1174381;4.943034;-0.114907;-0.02523953;-0.08008128;-0.114907;-0.007149476;-0.1477877;-0.08449177;1.889669;-0.0374788;-0.1484185;0.1848748;0.5507937
26-Mar-2003 12:00:00;NaN;-0.09825227;2.245058;-0.1497622;-0.1487495;-0.1544397;2.078724;1.927283;-0.1081152;-0.1472196;1.212317;-0.1452834;1.61968;-0.1160105;5.167793;-0.1072643;0.5744088;-0.07177111;-0.1072643;-0.001002237;-0.1465933;-0.07875142;2.073905;-0.0304513;-0.1426459;0.7268056;0.7067861
27-Mar-2003 12:00:00;NaN;-0.08658104;2.556545;-0.1483254;-0.1464498;-0.1501873;2.439841;2.085631;-0.1068291;-0.1451207;1.330217;-0.143135;1.804243;-0.1140479;5.451611;-0.09951617;0.6887637;-0.06312995;-0.09951617;0.002949319;-0.144077;-0.0746284;2.323033;-0.026564;-0.1366577;1.009678;0.8685102
28-Mar-2003 12:00:00;NaN;-0.07266081;2.656984;-0.1458076;-0.1437614;-0.1458791;2.984495;2.274009;-0.1050363;-0.1426277;1.65144;-0.1406955;1.924116;-0.1096587;5.630755;-0.09185944;0.6495003;-0.05209533;-0.09185944;0.008169768;-0.1402589;-0.06874451;2.563599;0.2380399;-0.129546;1.277748;1.096341
29-Mar-2003 12:00:00;NaN;-0.05988589;2.714247;-0.1413638;-0.1409195;-0.1422418;3.307104;2.481982;-0.1017055;-0.1401201;1.88608;-0.1377663;1.949619;-0.1051214;5.777918;-0.08412627;0.6548944;-0.03893607;-0.08412627;0.01332338;-0.1354581;-0.063261;2.805145;1.013142;-0.1213693;1.696298;1.438722
30-Mar-2003 12:00:00;NaN;0.793596;2.94803;-0.1381499;-0.1379609;-0.1389077;3.431819;2.759307;-0.09742539;-0.1371595;2.083032;-0.134916;1.918943;-0.09927876;6.093986;-0.07577863;0.7719795;-0.02486469;-0.07577863;0.7466195;-0.1309952;-0.05941512;3.099767;1.281395;-0.1124153;2.109421;1.740582
31-Mar-2003 12:00:00;NaN;1.221753;3.271532;-0.1366371;-0.1349331;-0.1343278;3.411876;2.957748;-0.09418147;-0.1330403;2.382418;-0.1316294;2.071152;0.4643321;6.325552;-0.0673039;1.08909;-0.01108916;-0.0673039;1.057783;-0.1264648;-0.05557608;3.323326;1.489862;-0.1025809;2.279845;1.795909
01-Apr-2003 12:00:00;NaN;1.535527;3.502239;-0.1349477;-0.1318852;-0.1290707;3.450183;3.220292;-0.0916155;-0.1277072;2.708642;-0.1278389;2.35661;0.8905857;6.354827;-0.0611692;1.425694;0.3486435;-0.0611692;1.36714;-0.1226423;-0.04952343;3.486362;1.826859;-0.09211592;2.353372;1.691916
02-Apr-2003 12:00:00;NaN;1.768927;3.532972;-0.1332652;-0.1287849;-0.1247446;3.418963;3.564879;-0.0886737;-0.1231967;2.972143;-0.1245446;2.759896;1.329489;6.37852;-0.0572927;1.725492;0.9743794;-0.0572927;1.663005;-0.1185154;-0.04315487;3.63791;2.278064;-0.08059696;2.699979;1.735263
03-Apr-2003 12:00:00;NaN;2.035246;3.57509;-0.1308105;-0.1260592;-0.1183579;3.473323;3.987634;-0.08587934;-0.1159507;3.098324;-0.1213527;3.280097;1.767155;6.400661;-0.05186111;2.013242;1.424232;-0.05186111;1.932353;-0.1132875;-0.03607444;3.722866;2.760829;-0.0672443;3.169722;1.9623
04-Apr-2003 12:00:00;NaN;2.330554;3.839517;-0.1275968;-0.1227389;-0.1087021;3.527517;4.46071;-0.08359902;-0.1014909;3.186001;-0.1188291;3.756221;2.209947;6.418963;-0.04189197;2.322542;1.901786;-0.04189197;2.052289;-0.1090096;-0.02955529;3.875103;3.169914;-0.05153261;3.583867;2.222714
05-Apr-2003 12:00:00;NaN;2.57577;4.098581;-0.1237603;-0.1191727;-0.09781056;3.64059;4.723377;-0.08020278;0.7799608;3.63955;-0.117116;4.245247;2.647032;6.817639;-0.03039139;2.650292;2.24838;-0.03039139;1.990674;-0.1015646;0.650865;4.084707;3.534256;-0.03439979;3.846854;2.468709
06-Apr-2003 12:00:00;NaN;2.489893;4.284409;-0.1152921;-0.1159398;-0.08512963;3.66411;5.07837;-0.0744351;1.487385;3.918635;-0.1133334;4.505221;2.980958;7.970137;-0.02016921;3.004869;2.636584;-0.02016921;1.770427;-0.08940303;1.16037;4.125841;3.783598;-0.01521416;3.984459;2.601541
07-Apr-2003 12:00:00;NaN;2.460199;4.331203;-0.1023075;-0.110723;-0.07024497;3.500902;5.318035;-0.06576031;1.856924;4.256591;-0.1078264;4.614434;3.354766;8.105201;-0.01238395;3.318135;3.027261;-0.01238395;1.522543;-0.07972884;1.542403;4.779543;3.848076;0.9084789;4.071033;2.642385
08-Apr-2003 12:00:00;NaN;2.594952;4.363183;-0.08971044;-0.1057869;-0.05398017;3.533633;5.235085;-0.05684347;2.229826;4.412631;-0.1021661;5.105897;3.883403;7.972631;-0.001085847;3.801601;3.42926;-0.001085847;1.366765;-0.06806066;1.972479;4.879896;3.942728;1.242037;4.024757;2.61369
09-Apr-2003 12:00:00;NaN;2.74384;4.395342;-0.07532614;-0.1025612;-0.03966149;3.726788;5.488519;-0.04541166;2.76347;4.436873;-0.09804177;5.495526;4.382783;8.084126;1.082094;4.30587;3.808631;1.082094;1.401191;1.085174;2.44721;5.123625;4.224622;1.464787;3.797254;2.617372
10-Apr-2003 12:00:00;NaN;2.922323;4.429781;-0.05924621;-0.09751005;0.9424297;4.196529;5.897639;-0.03034073;3.103275;4.504137;-0.09498298;5.691807;4.445582;8.394051;1.608823;4.452466;4.189044;1.608823;1.771424;1.732411;2.878646;5.405807;4.628652;1.784018;3.325881;2.652989
11-Apr-2003 12:00:00;NaN;3.018599;6.100928;-0.04326367;-0.08918489;1.730303;4.658611;6.014917;-0.01293681;3.555907;4.994512;-0.08809199;5.875354;4.458889;8.424025;1.925192;4.300979;4.412306;1.925192;2.064052;2.337493;3.24351;5.678836;4.88831;2.183624;2.762181;2.853467
12-Apr-2003 12:00:00;NaN;3.059562;6.592317;0.6125338;-0.0794661;2.306768;4.650184;6.068505;1.022127;4.093586;5.321717;-0.07950426;6.082209;4.646588;8.337553;2.356992;4.322874;4.524159;2.356992;2.098745;2.916562;3.659057;6.016491;4.927791;2.446719;2.6516;3.113834
13-Apr-2003 12:00:00;NaN;3.352434;6.966289;1.215286;-0.06740657;2.77373;4.497361;6.058441;1.457464;4.298932;5.471043;-0.07353551;6.349005;4.676583;8.540799;2.854138;4.564044;4.564303;2.854138;2.237577;3.567841;4.157903;6.088927;4.950406;2.656252;2.914169;3.195766
14-Apr-2003 12:00:00;NaN;3.869477;7.261271;1.805571;-0.0541119;3.264912;4.666507;6.002017;1.83974;4.696016;5.494815;0.7904562;6.495511;4.704268;8.951261;3.275963;4.65464;5.708198;3.275963;2.484799;3.980934;4.361712;6.126011;5.435754;3.05525;3.151683;3.116072
15-Apr-2003 12:00:00;NaN;4.365882;7.478068;2.286438;0.6288927;3.643118;4.728462;6.073971;2.276816;5.029142;5.522486;1.397184;6.527675;4.736936;9.279675;3.686781;5.583705;5.731477;3.686781;2.856929;4.652555;4.402094;6.162498;5.611968;3.531128;3.496172;3.218704
16-Apr-2003 12:00:00;NaN;4.811682;7.871994;2.761223;1.752386;4.041074;4.772679;6.278194;2.633322;5.37578;5.547023;1.951565;6.793934;4.773424;9.338663;4.067362;6.140258;5.634026;4.067362;3.350924;5.145064;4.444604;6.200761;5.805887;3.851396;3.978508;3.37635
17-Apr-2003 12:00:00;NaN;4.895406;8.154187;3.23404;2.505685;4.32128;4.817866;6.232318;2.902127;5.921556;5.571467;2.395979;7.048913;4.802694;9.345374;4.390211;6.358917;5.667955;4.390211;3.820879;5.246476;4.489031;6.239233;6.035759;3.907202;4.333095;3.549389
18-Apr-2003 12:00:00;NaN;4.940048;8.218723;3.667846;3.19305;4.363227;4.864236;6.429125;3.178603;6.116953;5.593727;2.82378;7.420882;4.827126;9.409928;4.640051;6.39766;5.958962;4.640051;4.073656;5.291316;4.53201;6.274985;6.233586;3.98646;4.531665;4.052173
19-Apr-2003 12:00:00;NaN;4.986602;8.241378;3.984772;3.820762;4.402323;4.911427;6.833074;3.4421;6.159796;5.611972;3.361937;7.633954;4.860808;9.48829;4.803297;6.873554;6.004297;4.803297;4.505929;5.327242;4.575479;6.312083;6.605713;4.447225;4.580562;4.314411
20-Apr-2003 12:00:00;NaN;5.034256;8.26577;4.230046;4.086457;4.43362;4.949944;6.874386;3.663223;6.42725;5.630441;3.801685;7.827744;4.902213;9.616961;5.053939;7.550858;6.149995;5.053939;4.660741;7.068649;4.621455;6.351803;6.926202;4.926896;4.853513;4.375477
21-Apr-2003 12:00:00;NaN;5.082885;8.299079;4.352561;4.808255;4.458859;4.978749;7.115393;3.97008;6.470146;5.651937;4.097633;8.341719;4.943641;9.659098;5.095321;7.751493;6.611939;5.095321;4.816531;7.264999;4.665568;6.40631;7.152017;5.089404;5.24606;4.548939
22-Apr-2003 12:00:00;NaN;5.131922;9.12588;4.607536;4.948123;4.490851;5.007823;7.327034;4.56717;6.503908;5.681078;4.245888;8.730698;4.987514;9.694515;5.13435;7.871243;6.770147;5.13435;4.953714;7.294291;4.708676;6.477103;7.457428;5.135639;5.33078;4.659693
23-Apr-2003 12:00:00;NaN;5.180336;8.865151;5.083402;5.337731;4.529744;5.040228;7.486507;5.089061;6.532703;5.715734;4.812655;8.87798;5.029644;9.733666;6.702417;8.07871;6.713923;6.702417;5.012676;7.320907;4.749857;6.544822;7.786039;5.184828;5.655916;4.888713
24-Apr-2003 12:00:00;NaN;5.220972;8.709767;5.348878;5.930608;4.570485;5.072599;7.71477;5.352186;6.579065;5.752167;5.104624;8.929477;5.07181;9.776727;6.880851;7.952774;6.916406;6.880851;5.077173;7.354538;4.788199;6.601802;7.987158;5.227786;5.736153;5.220011
25-Apr-2003 12:00:00;NaN;5.252377;8.544802;5.368551;6.353094;4.607702;5.105906;7.720198;5.378948;6.638693;5.789644;5.179356;8.979117;5.115425;9.813684;6.934951;7.882279;7.021212;6.934951;5.1253;7.390297;4.829343;8.482012;8.072103;5.263386;5.770314;5.253066
26-Apr-2003 12:00:00;NaN;5.277202;8.461836;5.391246;6.446058;4.628289;5.145369;7.985634;5.417628;7.453546;5.833011;5.203984;9.029236;5.159372;10.67049;6.980104;8.081672;7.08674;6.980104;5.948855;7.420332;4.864807;8.468543;8.201097;5.300707;5.796081;5.273346
27-Apr-2003 12:00:00;NaN;5.292033;8.506209;5.418971;6.616899;4.640985;5.186079;8.471693;5.46208;7.655091;5.868527;5.22197;9.082725;5.189897;10.83997;7.015602;8.488089;7.280097;7.015602;6.107312;7.447471;4.888971;8.448518;8.235302;5.340461;7.281359;5.295297
28-Apr-2003 12:00:00;NaN;5.314013;8.469498;6.358293;6.859754;6.041883;5.215065;8.937986;5.509833;8.110936;5.888756;5.257565;9.132668;5.225932;10.87784;7.053082;8.498622;7.638884;7.053082;6.518357;7.474489;4.906222;8.437167;8.25818;5.370145;7.742288;5.330287
