date;obs;ERA5;m_1;m_10;m_11;m_12;m_13;m_14;m_15;m_16;m_17;m_18;m_19;m_2;m_20;m_21;m_22;m_23;m_24;m_25;m_3;m_4;m_5;m_6;m_7;m_8;m_9
27-Mar-1993 12:00:00;NaN;2.613167;2.692686;2.678889;2.616366;1.597636;1.133309;5.284009;1.282023;2.514431;4.959249;2.70612;0.1716087;2.486284;2.897144;3.742784;2.398567;2.456507;3.742784;0.06236371;2.738064;2.839463;2.459222;1.661568;3.323644;2.827933;1.880615
28-Mar-1993 12:00:00;NaN;2.689207;2.421762;2.869831;2.874354;1.868336;1.320984;5.317681;1.521104;2.691319;5.057036;3.481318;0.1838254;2.705944;3.120185;3.867116;2.597757;2.759054;3.867116;0.04035194;2.732629;3.007664;2.495654;1.956757;3.260263;3.088313;2.056061
29-Mar-1993 12:00:00;NaN;2.660576;2.365583;3.150656;3.051112;2.214008;1.316293;5.377492;1.942188;2.673778;5.191568;4.04058;0.1950537;3.082179;3.319433;3.932361;2.690322;2.858491;3.932361;0.1186529;2.716449;2.956163;2.574855;1.946067;3.335841;3.360978;2.009618
30-Mar-1993 12:00:00;NaN;2.608377;2.287852;3.505292;3.264768;2.385447;1.374143;5.503275;2.277138;2.799629;5.319807;5.777267;0.1987976;3.39536;3.616281;4.270406;2.883882;2.748546;4.270406;0.09496194;2.883701;2.876808;2.613879;2.007417;3.720187;3.730667;1.804405
31-Mar-1993 12:00:00;NaN;2.62972;2.152733;3.900421;3.253301;2.546853;1.567982;6.056244;2.62911;3.110447;5.355446;4.58679;0.2576198;3.494689;3.894676;4.741356;3.294822;3.104523;4.741356;0.3435199;2.931673;2.784619;2.604519;2.399582;3.804986;4.100304;1.699386
01-Apr-1993 12:00:00;NaN;2.680687;2.089555;4.181763;3.09875;2.880825;1.885611;6.674209;3.004175;3.553663;5.367787;6.884115;0.1896014;3.431901;4.289345;5.28206;3.399937;3.454684;5.28206;0.2344741;2.931467;2.766141;2.609805;2.716538;3.740618;4.287203;1.734528
02-Apr-1993 12:00:00;NaN;2.919469;2.167143;4.668016;3.161034;3.363927;2.308155;6.869147;3.386356;3.602909;5.314333;5.294941;0.3683376;3.319289;4.713802;5.55793;3.633595;3.751393;5.55793;0.1626354;2.992085;3.000378;2.715548;3.010186;3.728878;4.50636;1.910802
03-Apr-1993 12:00:00;NaN;3.187759;2.482797;5.54243;3.395928;3.75741;2.448313;6.947377;3.6203;3.819763;5.387846;5.483558;0.6368144;3.268772;5.045398;5.54386;3.887541;3.870778;5.54386;0.200872;3.291876;3.108964;2.825881;3.469753;3.681994;4.962353;1.880413
04-Apr-1993 12:00:00;NaN;3.405074;2.525551;6.571146;3.637511;4.076911;2.424264;7.368423;3.740732;4.164462;5.446402;5.884806;1.024454;3.168345;5.747086;5.623204;4.082012;3.947212;5.623204;0.2213408;3.666516;3.202719;2.968729;3.787916;3.518513;5.228709;1.955448
05-Apr-1993 12:00:00;NaN;3.483992;2.667167;6.361373;3.707985;4.052619;2.461885;7.67862;3.808729;4.335659;5.599705;6.161007;1.45262;3.104586;5.533046;5.50577;4.25734;3.935477;5.50577;0.2428979;3.912836;3.489071;3.1536;4.069052;3.445393;5.468187;2.069259
06-Apr-1993 12:00:00;NaN;3.567531;2.914047;8.750005;3.816706;3.944675;2.730381;7.65291;4.0238;4.445341;5.433846;6.815643;1.864684;3.313836;5.969616;5.494517;4.329645;3.8866;5.494517;0.4001787;4.194113;3.669954;3.479932;4.21424;3.463621;5.600401;2.355674
07-Apr-1993 12:00:00;NaN;3.665498;3.497969;6.993206;4.291759;4.105653;2.763878;7.671068;4.255612;4.514533;5.392741;6.532036;2.281004;3.67758;6.079773;5.763966;4.314354;3.755471;5.763966;0.4884418;4.614888;3.773095;3.6118;4.296224;3.569825;5.665488;2.704689
08-Apr-1993 12:00:00;NaN;3.712993;4.058949;6.642564;4.828044;4.190869;3.015969;8.36475;4.556695;4.577166;5.603799;6.88768;2.751992;4.092984;6.595962;6.271346;4.243591;3.623991;6.271346;0.6331996;4.749051;3.946368;3.710412;6.278876;3.957864;5.614489;3.078203
09-Apr-1993 12:00:00;NaN;3.818463;4.636086;7.032452;5.35336;4.637827;3.527242;8.147769;4.699429;4.64523;5.576484;8.004181;3.184303;4.509295;7.079997;6.712315;4.196115;3.759118;6.712315;1.016915;4.847763;4.180551;4.10693;4.926488;4.340297;5.369693;3.317379
10-Apr-1993 12:00:00;NaN;4.019409;4.414675;7.438766;8.480796;4.764444;3.928437;8.348269;4.73033;4.568244;5.408924;8.084344;3.525081;4.684185;7.367558;6.806009;4.199325;3.98752;6.806009;1.553059;5.239433;4.436613;6.239745;5.337696;4.71072;5.178154;3.397745
11-Apr-1993 12:00:00;NaN;4.242516;5.549736;7.373142;6.690722;5.160607;4.382872;8.67639;4.984962;4.468177;5.163126;8.69622;3.654218;5.216279;7.159544;6.592016;4.260594;4.409992;6.592016;2.031218;5.736299;4.760485;4.518752;5.127252;5.086401;5.284496;3.720813
12-Apr-1993 12:00:00;NaN;4.518867;5.025299;7.60647;6.552607;5.185598;4.916604;8.474559;5.291484;4.461573;4.918062;8.395475;3.715529;5.321645;6.884099;6.175322;4.010182;4.762472;6.175322;2.481394;7.588817;5.149658;4.455019;5.055304;6.00498;5.797257;4.125207
13-Apr-1993 12:00:00;NaN;4.716881;5.295048;7.885077;6.940389;5.763433;6.170653;8.343267;5.744743;4.816671;5.096585;7.963475;3.878954;5.552099;6.840552;5.944993;4.230809;4.882795;5.944993;3.004914;10.96101;5.380516;4.406834;5.166766;5.885345;6.15685;4.478958
14-Apr-1993 12:00:00;NaN;4.949138;7.57429;7.985722;7.430531;6.181138;5.54966;8.472467;6.020476;4.972336;5.180545;7.822415;4.009872;6.292221;6.929515;6.113807;4.742561;4.991414;6.113807;3.494808;11.97706;5.584292;4.458918;5.572128;6.046194;5.97781;4.96087
15-Apr-1993 12:00:00;NaN;5.362781;7.647712;7.988165;8.07061;6.022062;5.77957;8.637433;7.966681;5.037305;5.278206;7.893867;4.327366;8.251512;6.988796;6.428928;5.640854;5.300484;6.428928;4.054331;7.523005;5.620226;4.572528;6.017229;5.635312;5.816437;5.599057
16-Apr-1993 12:00:00;NaN;5.430953;6.213567;8.043427;8.702053;5.766502;5.903145;8.755773;7.215592;5.374768;6.1969;7.820408;4.831175;7.1462;6.7591;6.576177;5.622252;5.760653;6.576177;4.491307;7.399376;5.670393;4.911437;5.929875;5.298716;5.560169;6.419853
17-Apr-1993 12:00:00;NaN;5.647386;6.679025;8.140391;8.435244;5.658361;5.824635;8.76228;7.258525;5.878215;5.806302;7.712821;5.265955;6.931201;6.390394;6.824534;5.714798;6.214154;6.824534;5.077956;8.032422;5.608407;5.347638;5.970996;5.296242;5.891893;6.782836
18-Apr-1993 12:00:00;NaN;5.919664;6.719428;8.00771;8.613597;5.849473;5.44728;8.455;7.122986;6.707645;5.964643;7.746995;5.46273;7.244989;6.064232;6.962041;5.830198;6.385067;6.962041;6.572931;8.484111;5.609193;7.016676;6.008974;5.562523;6.352459;6.711214
19-Apr-1993 12:00:00;NaN;6.089843;7.133942;8.299094;8.725767;6.247991;5.299791;8.372807;7.270297;10.31354;6.163212;7.892031;5.596912;7.759746;5.810588;6.942524;5.989115;6.42883;6.942524;6.959614;9.04953;6.765293;8.673312;6.872462;5.642482;6.395007;6.833522
20-Apr-1993 12:00:00;NaN;6.798954;7.299365;8.513935;8.604138;7.078344;5.602319;8.605929;7.497793;7.94467;6.311354;7.868431;5.895178;8.110392;5.894053;6.966063;6.157269;6.334347;6.966063;7.392383;9.401063;8.355494;8.827358;6.723657;5.87709;6.457802;6.767833
21-Apr-1993 12:00:00;NaN;6.238188;7.397253;8.540843;8.339703;7.023596;5.86513;9.062456;7.882576;7.972003;6.489714;7.639058;7.344251;8.246758;6.366688;7.095909;6.649132;6.183101;7.095909;7.996715;8.408312;8.065194;8.312605;6.342272;5.976074;6.465218;6.624106
22-Apr-1993 12:00:00;NaN;6.5217;7.736296;8.60728;8.420824;7.34592;5.914749;9.623065;8.26365;9.682185;6.626249;7.437893;8.445433;8.213978;6.933176;7.664979;6.855875;6.49509;7.664979;7.582259;8.614261;6.923014;8.443348;6.506692;6.142204;6.632656;6.483936
23-Apr-1993 12:00:00;NaN;6.754242;7.701538;8.874669;8.600023;7.675367;6.051057;9.127067;9.489999;8.481382;6.599159;8.719544;7.731195;8.24009;7.976172;8.158561;7.062179;7.987635;8.158561;7.757649;9.047503;7.279167;8.198151;6.646321;6.675552;6.979968;6.757003
24-Apr-1993 12:00:00;NaN;8.54983;7.560789;9.169146;8.687155;7.898362;6.164392;9.003847;9.770797;8.132714;6.642472;8.342354;7.205205;8.258752;9.619692;8.296234;7.688144;7.048126;8.296234;7.984202;9.29522;7.30914;8.580897;6.944089;7.406064;7.141316;9.11072
25-Apr-1993 12:00:00;NaN;11.22422;8.152361;9.401738;9.356642;8.182343;6.161277;9.208049;10.06006;8.001314;7.09931;8.20371;7.237529;8.033386;10.58639;8.503012;7.926811;7.303408;8.503012;8.223768;9.542786;7.142871;8.840103;7.331005;7.867916;7.308368;8.080867
26-Apr-1993 12:00:00;NaN;15.38774;8.0486;9.627386;10.17148;8.726246;6.3532;9.162778;10.31967;7.893376;7.292613;8.175203;8.633801;7.698646;9.872325;8.694349;8.257076;8.066784;8.694349;8.555492;10.0612;6.937402;8.624904;7.554823;8.699592;7.693202;7.75413
27-Apr-1993 12:00:00;NaN;15.58978;8.143864;10.39666;10.61305;9.023223;6.580339;9.565556;12.32405;7.852088;7.400526;8.151311;8.275291;7.663247;9.596562;8.673485;8.954253;8.49137;8.673485;8.726743;10.46297;7.03668;8.592026;7.838057;11.22706;9.077277;7.869067
28-Apr-1993 12:00:00;NaN;13.46575;8.26331;11.11596;11.01669;9.669721;7.408457;10.16166;11.10534;8.050537;7.999305;8.064197;9.319364;7.896293;9.985446;8.418473;9.151671;8.87323;8.418473;8.746812;10.80346;7.149313;9.129726;8.287259;10.80531;8.549262;8.723831
29-Apr-1993 12:00:00;NaN;12.91719;8.377636;12.87034;11.30672;10.00626;7.635855;12.86374;10.90723;8.24333;8.110894;8.061693;9.059129;8.001543;10.60165;10.23964;9.063965;8.614406;10.23964;8.973969;11.06203;7.230981;8.893984;8.716657;10.15252;8.642916;8.206684
30-Apr-1993 12:00:00;NaN;14.31461;8.665314;15.03363;11.56251;12.03364;7.471489;11.43821;10.87405;8.395476;8.355587;8.321244;9.191042;8.242892;11.8724;9.970709;9.009989;8.973641;9.970709;9.22304;11.42916;7.332765;9.205778;9.351722;10.52953;8.664717;8.090946
01-May-1993 12:00:00;NaN;15.20186;9.135739;16.44056;11.4886;12.16702;7.413197;10.56427;10.88629;8.944649;8.719698;8.529841;9.328353;8.728407;13.37979;8.967626;9.642063;9.062155;8.967626;9.263373;12.13728;8.588683;9.320763;10.053;11.07518;8.599878;8.140299
02-May-1993 12:00:00;NaN;15.77952;10.18444;16.68276;11.71007;12.93313;7.467158;10.79023;11.02844;9.152438;9.530772;8.752568;9.216465;9.073963;12.51864;9.160422;9.580907;8.911525;9.160422;8.996603;12.50955;9.136545;9.442824;12.02071;11.61089;9.396673;8.598251
03-May-1993 12:00:00;NaN;15.69632;10.36339;15.689;11.93103;13.10425;7.675719;11.63737;11.31964;9.164318;9.966308;9.291294;9.335827;9.311961;11.94897;10.11314;9.961569;8.97884;10.11314;8.830782;12.99438;9.987468;11.95719;12.5099;11.78405;10.11868;9.355232
04-May-1993 12:00:00;NaN;13.65856;10.90846;12.96504;12.2846;13.71162;7.704258;12.06393;11.3366;9.521535;9.720814;11.86513;9.64807;11.79881;12.35575;10.56959;11.49538;8.981828;10.56959;8.91748;14.05554;9.132724;12.62179;16.15473;11.65236;9.958406;8.623589
05-May-1993 12:00:00;NaN;11.65743;11.26285;12.56029;12.698;14.55881;7.943696;12.77806;11.3637;9.730883;10.0276;11.70129;10.0052;14.27613;13.15499;10.58379;12.86279;8.903987;10.58379;9.3467;13.47453;9.138823;14.4877;14.42442;11.68701;10.37236;8.076645
06-May-1993 12:00:00;NaN;11.25701;10.98317;12.61164;13.36673;15.66006;9.373487;13.69335;11.57355;9.758647;10.09452;11.80715;10.27805;12.24495;13.32635;10.60199;13.54986;9.006116;10.60199;9.744829;15.17099;10.06186;15.76527;15.58414;11.83101;10.92227;7.66557
07-May-1993 12:00:00;NaN;11.22665;10.09765;12.45723;13.94236;17.5985;10.61132;13.45886;11.50266;9.788919;9.937227;10.51694;10.88538;11.91764;13.8262;10.73865;15.40507;10.35324;10.73865;12.12719;18.77718;9.757934;13.14551;15.16071;11.96732;11.19086;7.541691
08-May-1993 12:00:00;NaN;11.46262;9.459656;14.35588;14.0953;20.15212;11.53039;12.95955;11.46026;10.3548;9.98165;10.55365;12.00767;10.44392;13.66707;10.79021;15.15243;9.527549;10.79021;9.98026;16.04465;9.432157;12.38684;14.61732;11.79815;13.24403;7.770126
09-May-1993 12:00:00;NaN;11.8394;10.18634;15.76028;15.89147;19.86004;13.12268;13.24328;11.46716;11.05001;10.41268;11.01321;13.6261;9.970281;13.96396;10.7829;15.36162;9.460352;10.7829;9.841781;16.52405;9.527657;12.39829;14.24205;11.95119;13.69319;8.294882
10-May-1993 12:00:00;NaN;12.85347;9.827215;14.00033;17.04753;19.09881;12.71906;13.54195;11.50422;11.37778;10.74829;11.07184;13.91818;10.17099;14.53799;10.87746;15.36325;10.07447;10.87746;10.32762;19.72726;9.59817;12.21145;14.99033;12.82561;14.85445;8.862509
11-May-1993 12:00:00;NaN;14.84724;9.964291;14.38185;15.93522;20.22694;12.61967;16.20757;11.69656;11.75149;11.56234;11.19207;14.34835;10.21416;15.02403;11.10015;13.17895;9.787642;11.10015;10.95005;16.13277;9.837403;12.06541;17.20851;13.31899;15.81757;9.238647
12-May-1993 12:00:00;NaN;16.0954;9.867941;14.50162;14.79577;19.76511;12.13486;15.00235;12.64601;11.89869;11.70798;11.20082;15.29115;11.48366;15.12839;12.34662;12.67813;10.19606;12.34662;13.97747;14.56981;9.989784;12.28957;15.06477;13.31608;12.44529;9.500091
13-May-1993 12:00:00;NaN;18.40076;9.869018;14.59085;14.24358;20.64706;11.56349;15.6077;13.14988;13.486;12.93211;11.57445;17.17111;10.88588;18.86205;15.89679;12.52684;11.1656;15.89679;12.05617;13.8617;10.09651;12.77963;14.4312;13.69427;12.07331;9.601816
14-May-1993 12:00:00;NaN;17.41027;10.23594;14.13611;13.87268;21.7259;11.85847;16.5742;13.28183;14.89944;12.62096;13.23848;17.73072;11.52705;19.00995;15.80513;12.50688;11.69489;15.80513;12.36354;13.59841;10.27924;13.4226;15.38872;13.36321;12.26874;9.480637
15-May-1993 12:00:00;NaN;17.60087;10.1292;13.93595;14.67086;19.44008;12.4918;18.30498;13.14097;13.63595;12.32588;15.22604;17.70572;11.95302;20.37896;14.60738;12.5304;14.37423;14.60738;14.42144;13.99379;10.68472;14.04033;15.13589;13.45795;12.64572;9.344163
16-May-1993 12:00:00;NaN;15.53614;9.989676;14.15665;15.19303;17.37347;15.17093;17.08378;13.52679;12.54951;12.09555;14.42734;15.97889;12.18324;22.67812;14.96025;12.59999;13.64397;14.96025;13.24115;14.24258;11.1064;15.55576;14.27095;13.59431;13.2202;9.163262
17-May-1993 12:00:00;NaN;14.52095;10.27579;14.39323;15.20369;16.64507;13.23092;16.85649;14.29249;12.73624;12.3263;13.25017;14.30073;13.72023;23.78188;15.35894;13.37659;13.50066;15.35894;13.42807;14.5449;11.81137;16.75873;13.46528;13.78617;15.0138;9.267375
18-May-1993 12:00:00;NaN;14.96745;10.64947;14.70101;15.95615;16.25987;12.8944;17.55156;14.83542;12.80102;12.86026;15.21154;13.47291;12.54346;16.85853;16.84177;15.28691;13.66233;16.84177;13.87267;14.69808;12.91878;17.35753;13.28445;13.89201;14.53594;10.28001
19-May-1993 12:00:00;NaN;15.68916;10.92118;15.78721;15.87111;16.37696;12.49462;17.01884;16.70838;12.87021;15.24782;14.51651;12.75936;12.65596;15.09775;18.00466;17.19679;14.09888;18.00466;15.024;15.42873;14.50648;18.48097;14.82009;13.93231;14.58215;9.983574
20-May-1993 12:00:00;NaN;16.5439;11.31301;16.43069;15.81033;16.26979;13.3263;16.36791;14.80689;13.5747;15.69008;13.47484;12.68516;14.69693;14.23084;18.17732;16.42343;13.81426;18.17732;16.15004;16.00382;16.2229;17.85453;15.22924;13.74498;14.66166;9.90879
21-May-1993 12:00:00;NaN;17.43171;11.31172;17.49762;17.45435;16.04919;13.20423;16.35413;13.84221;14.55268;15.79186;13.27521;13.59029;15.12934;13.99541;16.88452;16.21423;13.67413;16.88452;18.13919;17.46695;15.71446;19.45769;15.46719;13.50099;14.71048;10.02572
22-May-1993 12:00:00;NaN;18.01157;11.48699;20.02057;15.77673;16.11494;13.47145;16.772;13.83452;17.07387;16.48848;13.50061;14.30365;14.19295;14.39348;15.49081;16.23718;13.68257;15.49081;16.9144;18.34201;13.53111;18.29177;15.93854;13.83595;15.26326;10.40301
23-May-1993 12:00:00;NaN;19.97719;13.34388;21.85271;14.85618;16.2564;14.99097;17.36449;15.16725;16.53493;20.23408;13.57271;16.11811;14.70234;15.01364;15.5589;15.91751;13.71048;15.5589;16.76068;17.41064;13.81604;17.40661;15.75492;14.14161;15.79545;10.9097
24-May-1993 12:00:00;NaN;19.8288;13.76053;19.23937;14.55793;16.18358;14.54537;17.36967;14.34628;16.70389;24.69998;13.7597;17.95202;15.22284;15.91605;16.18367;15.95718;14.21436;16.18367;17.15199;16.22346;14.5733;17.09976;14.61461;14.91841;17.14799;11.8162
25-May-1993 12:00:00;NaN;19.24259;13.79273;19.8319;14.61444;16.27856;14.03546;16.81721;14.05631;18.08277;25.1744;14.11944;16.59372;15.41138;15.00303;16.37154;17.63212;14.8668;16.37154;17.99225;15.87722;15.27081;17.28113;15.06166;17.17888;16.71069;11.9985
26-May-1993 12:00:00;NaN;18.51735;15.84921;18.88674;15.01688;16.80709;14.12827;16.41572;13.91163;17.5851;20.36186;16.39444;16.1919;15.52817;14.27207;17.02952;18.24108;15.18879;17.02952;19.76048;16.13759;16.18803;17.41859;17.53896;15.70949;16.40333;11.73184
27-May-1993 12:00:00;NaN;18.4848;15.68031;17.18076;15.43145;17.1558;14.47563;16.09103;13.90345;17.76391;19.86699;14.78781;15.85938;15.38115;14.67527;20.77277;22.49355;15.39995;20.77277;20.4303;16.39862;17.04515;17.71026;19.00083;15.36613;16.84202;11.58519
28-May-1993 12:00:00;NaN;18.0062;15.68718;16.87213;15.96565;17.45659;14.84126;15.72734;14.02289;18.62619;18.85743;14.23548;16.21999;15.30964;14.88928;23.36283;24.50152;15.72406;23.36283;19.83707;16.26178;19.8076;17.46997;20.32508;15.47449;17.08691;11.54685
29-May-1993 12:00:00;NaN;17.74114;14.63045;16.58671;16.57963;17.65905;15.39034;15.95911;14.23075;18.82592;17.84378;13.93873;15.29307;15.61029;15.75653;25.84091;24.39414;15.9354;25.84091;20.15567;15.90284;17.29211;17.3016;19.34294;15.58238;17.01867;12.52099
